AHNS SENSOR MESSAGES LOG FOR logs/SENSOR_DATA_Friday-15-10-2010-142953.log
TIME, IMU_ROLL_DOT, IMU_PITCH_DOT, IMU_YAW_DOT, IMU_AX, IMU_AY, IMU_AZ, SENSOR_Z, COMPASS_PSI
2.57468,0,0,0,0,0,0,0.205118,205.8
2.58548,0,0,0,0,0,0,0.203149,205.8
2.59665,0,0,0,0,0,0,0.203209,206
2.60754,0,0,0,0,0,0,0.203209,205.802
2.61844,0,0,0,0,0,0,0.203209,205.802
2.62949,0,0,0,0,0,0,0.203209,205.802
2.64017,0,0,0,0,0,0,0.203209,205.802
2.65112,0,0,0,0,0,0,0.203209,205.802
2.66187,0,0,0,0,0,0,0.203209,205.802
2.67252,0,0,0,0,0,0,0.203209,205.802
2.68332,0,0,0,0,0,0,0.202284,205.7
2.694,0,0,0,0,0,0,0.202284,205.792
2.70483,0,0,0,0,0,0,0.202284,205.792
2.71576,0,0,0,0,0,0,0.201424,205.7
2.7265,0,0,0,0,0,0,0.201605,205.9
2.73715,0,0,0,0,0,0,0.200792,205.9
2.7478,0,0,0,0,0,0,0.200037,205.9
2.75848,0,0,0,0,0,0,0.197444,205.9
2.76917,0,0,0,0,0,0,0.196923,205.9
2.78012,0,0,0,0,0,0,0.196923,205.831
2.79114,0,0,0,0,0,0,0.196923,205.831
2.80182,0,0,0,0,0,0,0.196923,205.831
2.81281,0,0,0,0,0,0,0.196923,205.831
2.82364,0,0,0,0,0,0,0.196923,205.831
2.83481,0,0,0,0,0,0,0.196923,205.831
2.84601,0,0,0,0,0,0,0.196923,205.831
2.85672,0,0,0,0,0,0,0.200219,205.9
2.86798,0,0,0,0,0,0,0.201393,205.9
2.87888,0,0,0,0,0,0,0.201576,205.9
2.88989,0,0,0,0,0,0,0.206435,205.9
2.90085,0,0,0,0,0,0,0.207175,205.9
2.91168,0,0,0,0,0,0,0.207863,205.7
2.92261,0,0,0,0,0,0,0.207863,205.843
2.93356,0,0,0,0,0,0,0.204722,205.7
2.94446,0,0,0,0,0,0,0.198022,205.7
2.95532,0,0,0,0,0,0,0.19655,205.7
2.96609,0,0,0,0,0,0,0.19655,205.804
2.97699,0,0,0,0,0,0,0.19655,205.804
2.98847,0,0,0,0,0,0,0.200852,205.9
2.99939,0,0,0,0,0,0,0.200852,205.814
3.01041,0,0,0,0,0,0,0.200852,205.814
3.0213,0,0,0,0,0,0,0.200852,205.814
3.0322,0,0,0,0,0,0,0.200852,205.814
3.04303,0,0,0,0,0,0,0.200852,205.814
3.05402,0,0,0,0,0,0,0.200092,205.9
3.06476,0,0,0,0,0,0,0.199386,205.7
3.07574,0,0,0,0,0,0,0.199709,205.7
3.08643,0,0,0,0,0,0,0.195249,205.7
3.09741,0,0,0,0,0,0,0.193972,205.7
3.10834,0,0,0,0,0,0,0.190894,205.9
3.11929,0,0,0,0,0,0,0.188031,205.9
3.13016,0,0,0,0,0,0,0.186279,205.9
3.14081,0,0,0,0,0,0,0.187519,205.9
3.15167,0,0,0,0,0,0,0.186783,205.8
3.16254,0,0,0,0,0,0,0.187988,205.8
3.17334,0,0,0,0,0,0,0.187988,205.817
3.18427,0,0,0,0,0,0,0.185329,205.8
3.19498,0,0,0,0,0,0,0.185329,205.816
3.20615,0,0,0,0,0,0,0.185329,205.816
3.21704,0,0,0,0,0,0,0.185329,205.816
3.228,0,0,0,0,0,0,0.185329,205.816
3.23944,0,0,0,0,0,0,0.185329,205.816
3.25018,0,0,0,0,0,0,0.211206,205.8
3.26163,0,0,0,0,0,0,0.238072,205.8
3.27268,0,0,0,0,0,0,0.265927,205.8
3.2836,0,0,0,0,0,0,0.276712,205.8
3.29447,0,0,0,0,0,0,0.274422,205.8
3.30521,0,0,0,0,0,0,0.273272,205.8
3.31607,0,0,0,0,0,0,0.271223,205.8
3.32846,0,0,0,0,0,0,0.270298,205.8
3.33917,0,0,0,0,0,0,0.270298,205.807
3.3504,0,0,0,0,0,0,0.270298,205.807
3.36133,0,0,0,0,0,0,0.270298,205.807
3.37234,0,0,0,0,0,0,0.270298,205.807
3.38321,0,0,0,0,0,0,0.270298,205.807
3.39472,0,0,0,0,0,0,0.270298,205.807
3.40567,0,0,0,0,0,0,0.270298,205.807
3.41653,0,0,0,0,0,0,0.266567,205.8
3.42719,0,0,0,0,0,0,0.266567,205.806
3.43805,0,0,0,0,0,0,0.266567,205.806
3.44891,0,0,0,0,0,0,0.256517,205.8
3.4599,0,0,0,0,0,0,0.256517,205.805
3.47064,0,0,0,0,0,0,0.256517,205.805
3.48151,0,0,0,0,0,0,0.256517,205.805
3.49219,0,0,0,0,0,0,0.252841,205.8
3.50305,0,0,0,0,0,0,0.247532,205.8
3.51367,0,0,0,0,0,0,0.240705,205.8
3.52438,0,0,0,0,0,0,0.238135,205.8
3.53531,0,0,0,0,0,0,0.238135,205.804
3.54605,0,0,0,0,0,0,0.238135,205.804
3.55673,0,0,0,0,0,0,0.238135,205.804
3.56744,0,0,0,0,0,0,0.238135,205.804
3.57837,0,0,0,0,0,0,0.238135,205.804
3.5892,0,0,0,0,0,0,0.238135,205.804
3.60022,0,0,0,0,0,0,0.238135,205.804
3.61093,0,0,0,0,0,0,0.233856,205.8
3.62177,0,0,0,0,0,0,0.233656,205.8
3.63242,0,0,0,0,0,0,0.25517,205.8
3.64331,0,0,0,0,0,0,0.25517,205.803
3.65399,0,0,0,0,0,0,0.25517,205.803
3.66547,0,0,0,0,0,0,0.271398,205.8
3.67624,0,0,0,0,0,0,0.29125,205.8
3.68704,0,0,0,0,0,0,0.311603,205.8
3.69827,0,0,0,0,0,0,0.311603,205.802
3.7092,0,0,0,0,0,0,0.311603,205.802
3.71994,0,0,0,0,0,0,0.332421,205.8
3.73083,0,0,0,0,0,0,0.332421,205.802
3.74152,0,0,0,0,0,0,0.332421,205.802
3.7522,0,0,0,0,0,0,0.332421,205.802
3.76306,0,0,0,0,0,0,0.332421,205.802
3.77399,0,0,0,0,0,0,0.332421,205.802
3.78464,0,0,0,0,0,0,0.332421,205.802
3.79535,0,0,0,0,0,0,0.332421,205.802
3.80621,0,0,0,0,0,0,0.328121,205.9
3.81714,0,0,0,0,0,0,0.323213,205.9
3.828,0,0,0,0,0,0,0.311088,205.9
3.83923,0,0,0,0,0,0,0.307372,205.9
3.85034,0,0,0,0,0,0,0.301046,205.9
3.86127,0,0,0,0,0,0,0.294252,205.9
3.87198,0,0,0,0,0,0,0.303965,205.9
3.88269,0,0,0,0,0,0,0.321537,205.7
3.8934,0,0,0,0,0,0,0.321537,205.838
3.90411,0,0,0,0,0,0,0.321537,205.838
3.91507,0,0,0,0,0,0,0.33501,205.7
3.92578,0,0,0,0,0,0,0.33501,205.824
3.93649,0,0,0,0,0,0,0.33501,205.824
3.94739,0,0,0,0,0,0,0.33501,205.824
3.95831,0,0,0,0,0,0,0.33501,205.824
3.96921,0,0,0,0,0,0,0.33501,205.824
3.98016,0,0,0,0,0,0,0.33501,205.824
3.99088,0,0,0,0,0,0,0.33501,205.824
4.00171,0,0,0,0,0,0,0.322969,205.9
4.0126,0,0,0,0,0,0,0.315551,205.9
4.02313,0,0,0,0,0,0,0.311523,205.9
4.03381,0,0,0,0,0,0,0.306796,205.9
4.04437,0,0,0,0,0,0,0.30051,205.9
4.05505,0,0,0,0,0,0,0.294665,205.6
4.06577,0,0,0,0,0,0,0.284538,205.6
4.07651,0,0,0,0,0,0,0.27603,205.6
4.08716,0,0,0,0,0,0,0.27603,205.786
4.09784,0,0,0,0,0,0,0.27603,205.786
4.10858,0,0,0,0,0,0,0.27603,205.786
4.11929,0,0,0,0,0,0,0.27603,205.786
4.13004,0,0,0,0,0,0,0.27603,205.786
4.14059,0,0,0,0,0,0,0.27603,205.786
4.15131,0,0,0,0,0,0,0.27603,205.786
4.16202,0,0,0,0,0,0,0.27603,205.786
4.17319,0,0,0,0,0,0,0.27603,205.786
4.18454,0,0,0,0,0,0,0.27603,205.786
4.19556,0,0,0,0,0,0,0.27603,205.786
4.20636,0,0,0,0,0,0,0.27603,205.786
4.21698,0,0,0,0,0,0,0.27603,205.786
4.22797,0,0,0,0,0,0,0.264338,205.6
4.23865,0,0,0,0,0,0,0.254445,205.6
4.2493,0,0,0,0,0,0,0.248043,205.6
4.25998,0,0,0,0,0,0,0.2402,206
4.27069,0,0,0,0,0,0,0.231996,206
4.28143,0,0,0,0,0,0,0.230037,206
4.2923,0,0,0,0,0,0,0.223454,206
4.30316,0,0,0,0,0,0,0.220202,205.8
4.31387,0,0,0,0,0,0,0.220202,205.824
4.3251,0,0,0,0,0,0,0.220202,205.824
4.33609,0,0,0,0,0,0,0.220202,205.824
4.34705,0,0,0,0,0,0,0.220202,205.824
4.35791,0,0,0,0,0,0,0.220202,205.824
4.3689,0,0,0,0,0,0,0.220202,205.824
4.37985,0,0,0,0,0,0,0.220202,205.824
4.39075,0,0,0,0,0,0,0.215288,206.1
4.4017,0,0,0,0,0,0,0.215288,205.851
4.41257,0,0,0,0,0,0,0.215288,205.851
4.42337,0,0,0,0,0,0,0.212608,206.1
4.43427,0,0,0,0,0,0,0.212608,205.876
4.44516,0,0,0,0,0,0,0.212608,205.876
4.45612,0,0,0,0,0,0,0.212608,205.876
4.46701,0,0,0,0,0,0,0.216695,205.9
4.47787,0,0,0,0,0,0,0.216717,205.9
4.48892,0,0,0,0,0,0,0.215827,205.9
4.4996,0,0,0,0,0,0,0.214019,205.9
4.51056,0,0,0,0,0,0,0.214019,205.884
4.52142,0,0,0,0,0,0,0.214019,205.884
4.53214,0,0,0,0,0,0,0.214019,205.884
4.543,0,0,0,0,0,0,0.214019,205.884
4.55386,0,0,0,0,0,0,0.214019,205.884
4.56476,0,0,0,0,0,0,0.214019,205.884
4.57547,0,0,0,0,0,0,0.214019,205.884
4.58612,0,0,0,0,0,0,0.211427,205.9
4.59686,0,0,0,0,0,0,0.209927,205.9
4.60754,0,0,0,0,0,0,0.205733,205.9
4.61823,0,0,0,0,0,0,0.205733,205.889
4.62891,0,0,0,0,0,0,0.205733,205.889
4.63965,0,0,0,0,0,0,0.202741,205.9
4.65048,0,0,0,0,0,0,0.199959,205.9
4.66144,0,0,0,0,0,0,0.198352,205.9
4.67206,0,0,0,0,0,0,0.198352,205.892
4.68286,0,0,0,0,0,0,0.198352,205.892
4.69354,0,0,0,0,0,0,0.197768,205.9
4.70468,0,0,0,0,0,0,0.197768,205.893
4.71548,0,0,0,0,0,0,0.197768,205.893
4.7262,0,0,0,0,0,0,0.197768,205.893
4.73691,0,0,0,0,0,0,0.197768,205.893
4.74783,0,0,0,0,0,0,0.197768,205.893
4.7587,0,0,0,0,0,0,0.197768,205.893
4.76938,0,0,0,0,0,0,0.197768,205.893
4.78009,0,0,0,0,0,0,0.197224,205.9
4.79096,0,0,0,0,0,0,0.198608,205.9
4.80185,0,0,0,0,0,0,0.201786,205.9
4.81281,0,0,0,0,0,0,0.203831,205.9
4.82373,0,0,0,0,0,0,0.206642,205.9
4.83438,0,0,0,0,0,0,0.206457,205.9
4.84506,0,0,0,0,0,0,0.205305,205.9
4.85596,0,0,0,0,0,0,0.208014,205.9
4.86667,0,0,0,0,0,0,0.208014,205.897
4.87717,0,0,0,0,0,0,0.208014,205.897
4.88806,0,0,0,0,0,0,0.209623,205.9
4.89908,0,0,0,0,0,0,0.209623,205.897
4.90982,0,0,0,0,0,0,0.209623,205.897
4.92053,0,0,0,0,0,0,0.209623,205.897
4.93127,0,0,0,0,0,0,0.209623,205.897
4.94208,0,0,0,0,0,0,0.209623,205.897
4.953,0,0,0,0,0,0,0.209623,205.897
4.96475,0,0,0,0,0,0,0.209623,205.897
4.97601,0,0,0,0,0,0,0.209623,205.897
4.98672,0,0,0,0,0,0,0.209623,205.897
4.99786,0,0,0,0,0,0,0.208249,205.9
5.00882,0,0,0,0,0,0,0.203192,205.9
5.01974,0,0,0,0,0,0,0.199469,205.9
5.03052,0,0,0,0,0,0,0.191246,205.6
5.0412,0,0,0,0,0,0,0.191246,205.868
5.052,0,0,0,0,0,0,0.191246,205.868
5.06274,0,0,0,0,0,0,0.191246,205.868
5.07364,0,0,0,0,0,0,0.191246,205.868
5.08453,0,0,0,0,0,0,0.191246,205.868
5.09543,0,0,0,0,0,0,0.191246,205.868
5.10648,0,0,0,0,0,0,0.191246,205.868
5.11716,0,0,0,0,0,0,0.194029,205.9
5.12787,0,0,0,0,0,0,0.194029,205.871
5.13855,0,0,0,0,0,0,0.194029,205.871
5.14923,0,0,0,0,0,0,0.199417,205.9
5.16013,0,0,0,0,0,0,0.199417,205.874
5.1709,0,0,0,0,0,0,0.199417,205.874
5.18179,0,0,0,0,0,0,0.199417,205.874
5.19272,0,0,0,0,0,0,0.198757,205.7
5.20343,0,0,0,0,0,0,0.202904,205.7
5.21432,0,0,0,0,0,0,0.197311,205.7
5.22501,0,0,0,0,0,0,0.196799,205.7
5.23602,0,0,0,0,0,0,0.196799,205.814
5.24695,0,0,0,0,0,0,0.196799,205.814
5.25794,0,0,0,0,0,0,0.196799,205.814
5.26874,0,0,0,0,0,0,0.196799,205.814
5.27945,0,0,0,0,0,0,0.196799,205.814
5.29037,0,0,0,0,0,0,0.196799,205.814
5.30164,0,0,0,0,0,0,0.196799,205.814
5.31256,0,0,0,0,0,0,0.193523,205.8
5.32327,0,0,0,0,0,0,0.197057,205.8
5.33398,0,0,0,0,0,0,0.195653,205.8
5.34467,0,0,0,0,0,0,0.195653,205.81
5.35544,0,0,0,0,0,0,0.195653,205.81
5.36603,0,0,0,0,0,0,0.196237,205.9
5.37656,0,0,0,0,0,0,0.196237,205.9
5.38763,0,0,0,0,0,0,0.1958,205.9
5.39871,0,0,0,0,0,0,0.192594,205.9
5.41,0,0,0,0,0,0,0.191503,205.9
5.4213,0,0,0,0,0,0,0.194268,205.9
5.4325,0,0,0,0,0,0,0.201529,205.9
5.4437,0,0,0,0,0,0,0.204502,205.9
5.45496,0,0,0,0,0,0,0.209157,205.2
5.46652,0,0,0,0,0,0,0.203126,205.2
5.47797,0,0,0,0,0,0,0.197517,205.2
5.49023,0,0,0,0,0,0,0.195101,205.2
5.5014,0,0,0,0,0,0,0.195101,205.631
5.51233,0,0,0,0,0,0,0.195101,205.631
5.52313,0,0,0,0,0,0,0.195101,205.631
5.534,0,0,0,0,0,0,0.195101,205.631
5.54556,0,0,0,0,0,0,0.195101,205.631
5.55698,0,0,0,0,0,0,0.195101,205.631
5.56845,0,0,0,0,0,0,0.195101,205.631
5.57947,0,0,0,0,0,0,0.195101,205.631
5.59088,0,0,0,0,0,0,0.195101,205.631
5.6026,0,0,0,0,0,0,0.202304,205.5
5.61392,0,0,0,0,0,0,0.202304,205.618
5.62467,0,0,0,0,0,0,0.202304,205.618
5.63605,0,0,0,0,0,0,0.202304,205.618
5.64731,0,0,0,0,0,0,0.202304,205.618
5.65829,0,0,0,0,0,0,0.202304,205.618
5.66937,0,0,0,0,0,0,0.202304,205.618
5.68036,0,0,0,0,0,0,0.202304,205.618
5.69104,0,0,0,0,0,0,0.202304,205.618
5.70206,0,0,0,0,0,0,0.202304,205.618
5.71274,0,0,0,0,0,0,0.200532,206
5.72327,0,0,0,0,0,0,0.200775,205.8
5.73398,0,0,0,0,0,0,0.204781,205.8
5.74463,0,0,0,0,0,0,0.203746,205.8
5.75528,0,0,0,0,0,0,0.198094,205.8
5.76605,0,0,0,0,0,0,0.197527,205.8
5.77689,0,0,0,0,0,0,0.197527,205.715
5.78799,0,0,0,0,0,0,0.197527,205.715
5.79892,0,0,0,0,0,0,0.197527,205.715
5.80963,0,0,0,0,0,0,0.197527,205.715
5.82047,0,0,0,0,0,0,0.197527,205.715
5.83121,0,0,0,0,0,0,0.197527,205.715
5.84186,0,0,0,0,0,0,0.197001,205.8
5.85254,0,0,0,0,0,0,0.197001,205.724
5.86331,0,0,0,0,0,0,0.19749,205.8
5.87427,0,0,0,0,0,0,0.19749,205.731
5.88513,0,0,0,0,0,0,0.19749,205.731
5.89603,0,0,0,0,0,0,0.19749,205.731
5.90692,0,0,0,0,0,0,0.200746,205.8
5.91791,0,0,0,0,0,0,0.199994,205.8
5.9288,0,0,0,0,0,0,0.199294,205.8
5.93933,0,0,0,0,0,0,0.197734,205.8
5.95013,0,0,0,0,0,0,0.198172,205.8
5.96078,0,0,0,0,0,0,0.19669,205.8
5.97147,0,0,0,0,0,0,0.19669,205.763
5.98273,0,0,0,0,0,0,0.196222,206
