AHNS STATE MESSAGES LOG FOR logs/Filtered_States_Friday-15-10-2010-141305.log
TIME, F_PHI, F_PHI_DOT, F_THETA, F_THETA_DOT, F_PSI, F_PSI_DOT, F_X, F_X_DOT, F_AX, F_Y, F_Y_DOT, F_AY, F_Z, F_Z_DOT, F_AZ, VOLTAGE
395.213,0,0,0,0,5.27788,0,0,0,0,0,0,0,0.658533,0,0,11.223
395.223,0,0,0,0,5.28249,0,0,0,0,0,0,0,0.658533,0,0,11.223
395.234,0,0,0,0,5.28704,0,0,0,0,0,0,0,0.658533,0,0,11.223
395.245,0,0,0,0,5.29153,0,0,0,0,0,0,0,0.658533,0,0,11.223
395.257,0,0,0,0,5.29594,0,0,0,0,0,0,0,0.658533,0,0,11.223
395.268,0,0,0,0,5.30109,0,0,0,0,0,0,0,0.664515,0.532745,0,11.191
395.279,0,0,0,0,5.30109,0,0,0,0,0,0,0,0.664515,0,0,11.191
395.29,0,0,0,0,5.31104,0,0,0,0,0,0,0,0.664515,0,0,11.191
395.302,0,0,0,0,5.31586,0,0,0,0,0,0,0,0.667209,0.241849,0,11.125
395.313,0,0,0,0,5.32052,0,0,0,0,0,0,0,0.666915,-0.0263069,0,11.147
395.324,0,0,0,0,5.32505,0,0,0,0,0,0,0,0.673221,0.556966,0,11.193
395.335,0,0,0,0,5.32948,0,0,0,0,0,0,0,0.673221,0,0,11.193
395.347,0,0,0,0,5.33385,0,0,0,0,0,0,0,0.673221,0,0,11.193
395.358,0,0,0,0,5.33814,0,0,0,0,0,0,0,0.673221,0,0,11.193
395.369,0,0,0,0,5.34274,0,0,0,0,0,0,0,0.661165,-1.06761,0,11.177
395.38,0,0,0,0,5.34726,0,0,0,0,0,0,0,0.661165,0,0,11.177
395.391,0,0,0,0,5.35169,0,0,0,0,0,0,0,0.661165,0,0,11.177
395.403,0,0,0,0,5.35643,0,0,0,0,0,0,0,0.650864,-0.919786,0,11.128
395.414,0,0,0,0,5.36136,0,0,0,0,0,0,0,0.634703,-1.41969,0,11.12
395.425,0,0,0,0,5.36642,0,0,0,0,0,0,0,0.621564,-1.19262,0,11.109
395.437,0,0,0,0,5.37152,0,0,0,0,0,0,0,0.615924,-0.494133,0,11.133
395.448,0,0,0,0,5.37651,0,0,0,0,0,0,0,0.615924,-1.00218e-14,0,11.133
395.458,0,0,0,0,5.38139,0,0,0,0,0,0,0,0.615924,0,0,11.133
395.47,0,0,0,0,5.38622,0,0,0,0,0,0,0,0.62111,0.469389,0,11.185
395.481,0,0,0,0,5.39092,0,0,0,0,0,0,0,0.62111,-9.94004e-15,0,11.185
395.492,0,0,0,0,5.39555,0,0,0,0,0,0,0,0.62111,-1.01051e-14,0,11.185
395.503,0,0,0,0,5.40007,0,0,0,0,0,0,0,0.62111,-1.01057e-14,0,11.185
395.514,0,0,0,0,5.40459,0,0,0,0,0,0,0,0.62111,-9.67507e-15,0,11.185
395.525,0,0,0,0,5.40459,0,0,0,0,0,0,0,0.62111,0,0,11.185
395.536,0,0,0,0,5.40903,0,0,0,0,0,0,0,0.617392,-0.327489,0,11.223
395.546,0,0,0,0,5.41306,0,0,0,0,0,0,0,0.617392,0,0,11.223
395.557,0,0,0,0,5.41701,0,0,0,0,0,0,0,0.617392,0,0,11.223
395.568,0,0,0,0,5.42087,0,0,0,0,0,0,0,0.617392,0,0,11.223
395.579,0,0,0,0,5.42469,0,0,0,0,0,0,0,0.617392,0,0,11.223
395.589,0,0,0,0,5.4284,0,0,0,0,0,0,0,0.617392,0,0,11.223
395.6,0,0,0,0,5.43206,0,0,0,0,0,0,0,0.617392,0,0,11.223
395.611,0,0,0,0,5.43571,0,0,0,0,0,0,0,0.612045,-0.490815,0,11.264
395.622,0,0,0,0,5.43897,0,0,0,0,0,0,0,0.612045,0,0,11.264
395.632,0,0,0,0,5.44213,0,0,0,0,0,0,0,0.612045,0,0,11.264
395.643,0,0,0,0,5.44522,0,0,0,0,0,0,0,0.612045,0,0,11.264
395.654,0,0,0,0,5.44826,0,0,0,0,0,0,0,0.622191,0.923612,0,11.24
395.665,0,0,0,0,5.45075,0,0,0,0,0,0,0,0.633518,1.03964,0,11.262
395.675,0,0,0,0,5.45271,0,0,0,0,0,0,0,0.633518,0,0,11.262
395.686,0,0,0,0,5.45464,0,0,0,0,0,0,0,0.633518,0,0,11.262
395.697,0,0,0,0,5.45651,0,0,0,0,0,0,0,0.633518,0,0,11.262
395.708,0,0,0,0,5.45833,0,0,0,0,0,0,0,0.633518,0,0,11.262
395.719,0,0,0,0,5.46011,0,0,0,0,0,0,0,0.633518,0,0,11.262
395.729,0,0,0,0,5.46186,0,0,0,0,0,0,0,0.633518,0,0,11.262
395.74,0,0,0,0,5.46356,0,0,0,0,0,0,0,0.633518,0,0,11.262
395.75,0,0,0,0,5.46517,0,0,0,0,0,0,0,0.633518,0,0,11.262
395.761,0,0,0,0,5.46674,0,0,0,0,0,0,0,0.633518,0,0,11.262
395.772,0,0,0,0,5.46825,0,0,0,0,0,0,0,0.636492,0.280016,0,11.139
395.782,0,0,0,0,5.46939,0,0,0,0,0,0,0,0.636492,-1.01057e-14,0,11.139
395.793,0,0,0,0,5.47048,0,0,0,0,0,0,0,0.636492,-1.01334e-14,0,11.139
395.804,0,0,0,0,5.47156,0,0,0,0,0,0,0,0.635477,-0.0908254,0,11.152
395.815,0,0,0,0,5.4723,0,0,0,0,0,0,0,0.635477,0,0,11.152
395.826,0,0,0,0,5.47304,0,0,0,0,0,0,0,0.635477,0,0,11.152
395.836,0,0,0,0,5.47371,0,0,0,0,0,0,0,0.635477,0,0,11.152
395.847,0,0,0,0,5.47439,0,0,0,0,0,0,0,0.632644,-0.263012,0,11.106
395.858,0,0,0,0,5.47467,0,0,0,0,0,0,0,0.632644,-1.01902e-14,0,11.106
395.868,0,0,0,0,5.47496,0,0,0,0,0,0,0,0.632644,-1.03653e-14,0,11.106
395.879,0,0,0,0,5.47523,0,0,0,0,0,0,0,0.637569,0.449516,0,11.065
395.89,0,0,0,0,5.47531,0,0,0,0,0,0,0,0.637569,-9.96707e-15,0,11.065
395.912,0,0,0,0,5.47539,0,0,0,0,0,0,0,0.637569,0,0,11.065
395.922,0,0,0,0,5.4754,0,0,0,0,0,0,0,0.637569,0,0,11.065
395.933,0,0,0,0,5.47539,0,0,0,0,0,0,0,0.637569,0,0,11.065
395.944,0,0,0,0,5.47542,0,0,0,0,0,0,0,0.637569,0,0,11.065
395.955,0,0,0,0,5.47535,0,0,0,0,0,0,0,0.637569,0,0,11.065
395.966,0,0,0,0,5.47527,0,0,0,0,0,0,0,0.637569,0,0,11.065
395.976,0,0,0,0,5.47519,0,0,0,0,0,0,0,0.637569,0,0,11.065
395.997,0,0,0,0,5.47493,0,0,0,0,0,0,0,0.642149,0.416907,0,11.166
396.008,0,0,0,0,5.47484,0,0,0,0,0,0,0,0.641719,-0.0386423,0,11.177
396.019,0,0,0,0,5.47472,0,0,0,0,0,0,0,0.641719,0,0,11.177
396.031,0,0,0,0,5.47465,0,0,0,0,0,0,0,0.641719,0,0,11.177
396.042,0,0,0,0,5.47457,0,0,0,0,0,0,0,0.651678,0.879675,0,11.218
396.053,0,0,0,0,5.47449,0,0,0,0,0,0,0,0.639241,-1.12588,0,11.199
396.064,0,0,0,0,5.47449,0,0,0,0,0,0,0,0.639241,-9.88623e-15,0,11.199
396.074,0,0,0,0,5.4744,0,0,0,0,0,0,0,0.621024,-1.69098,0,11.18
396.085,0,0,0,0,5.4743,0,0,0,0,0,0,0,0.621024,-1.03942e-13,0,11.18
396.096,0,0,0,0,5.47432,0,0,0,0,0,0,0,0.621024,0,0,11.18
396.107,0,0,0,0,5.47427,0,0,0,0,0,0,0,0.607862,-1.22173,0,11.12
396.117,0,0,0,0,5.47318,0,0,0,0,0,0,0,0.596602,-1.73173e-13,0,11.109
396.128,0,0,0,0,5.47117,0,0,0,0,0,0,0,0.596602,-2.139e-13,0,11.109
396.139,0,0,0,0,5.46918,0,0,0,0,0,0,0,0.596602,-2.139e-13,0,11.109
396.149,0,0,0,0,5.46718,0,0,0,0,0,0,0,0.58515,-1.06611,0,11.1
396.16,0,0,0,0,5.46524,0,0,0,0,0,0,0,0.58515,0,0,11.1
396.171,0,0,0,0,5.46334,0,0,0,0,0,0,0,0.58515,0,0,11.1
396.182,0,0,0,0,5.46143,0,0,0,0,0,0,0,0.58515,0,0,11.1
396.192,0,0,0,0,5.45957,0,0,0,0,0,0,0,0.58515,0,0,11.1
396.203,0,0,0,0,5.4577,0,0,0,0,0,0,0,0.58515,0,0,11.1
396.214,0,0,0,0,5.45588,0,0,0,0,0,0,0,0.58515,0,0,11.1
396.225,0,0,0,0,5.45403,0,0,0,0,0,0,0,0.58515,0,0,11.1
396.235,0,0,0,0,5.45223,0,0,0,0,0,0,0,0.58515,0,0,11.1
396.246,0,0,0,0,5.4504,0,0,0,0,0,0,0,0.58515,0,0,11.1
396.257,0,0,0,0,5.4486,0,0,0,0,0,0,0,0.600959,1.44709,0,11.223
396.268,0,0,0,0,5.44656,0,0,0,0,0,0,0,0.609992,0.824462,0,11.193
396.278,0,0,0,0,5.44434,0,0,0,0,0,0,0,0.622173,1.11482,0,11.188
396.289,0,0,0,0,5.44193,0,0,0,0,0,0,0,0.607041,-1.37742,0,11.188
396.299,0,0,0,0,5.43938,0,0,0,0,0,0,0,0.607041,0,0,11.188
396.31,0,0,0,0,5.43687,0,0,0,0,0,0,0,0.607041,0,0,11.188
396.321,0,0,0,0,5.43439,0,0,0,0,0,0,0,0.595838,-1.04291,0,11.161
396.342,0,0,0,0,5.43178,0,0,0,0,0,0,0,0.582549,-1.2129,0,11.144
396.353,0,0,0,0,5.42903,0,0,0,0,0,0,0,0.582549,-1.02193e-14,0,11.144
396.364,0,0,0,0,5.4263,0,0,0,0,0,0,0,0.582549,0,0,11.144
396.375,0,0,0,0,5.42359,0,0,0,0,0,0,0,0.568301,-1.30423,0,11.136
396.386,0,0,0,0,5.42079,0,0,0,0,0,0,0,0.568301,0,0,11.136
396.397,0,0,0,0,5.41806,0,0,0,0,0,0,0,0.568301,0,0,11.136
396.407,0,0,0,0,5.41534,0,0,0,0,0,0,0,0.568301,0,0,11.136
396.418,0,0,0,0,5.41267,0,0,0,0,0,0,0,0.568301,0,0,11.136
396.429,0,0,0,0,5.41001,0,0,0,0,0,0,0,0.568301,0,0,11.136
