AHNS SENSOR MESSAGES LOG FOR logs/SENSOR_DATA_Friday-15-10-2010-141305.log
TIME, IMU_ROLL_DOT, IMU_PITCH_DOT, IMU_YAW_DOT, IMU_AX, IMU_AY, IMU_AZ, SENSOR_Z, COMPASS_PSI
0,0,0,0,0,0,0,0.187226,274.331
0.0109251,0,0,0,0,0,0,0.187226,274.331
0.0220342,0,0,0,0,0,0,0.187226,274.331
0.03299,0,0,0,0,0,0,0.187226,274.331
0.043762,0,0,0,0,0,0,0.19309,305.8
0.0545959,0,0,0,0,0,0,0.199524,305.8
0.0654302,0,0,0,0,0,0,0.199524,280.31
0.076355,0,0,0,0,0,0,0.199524,280.31
0.0870361,0,0,0,0,0,0,0.204527,305.8
0.098145,0,0,0,0,0,0,0.21394,301.8
0.10907,0,0,0,0,0,0,0.219824,301.2
0.119934,0,0,0,0,0,0,0.227187,301.2
0.488739,0,0,0,0,0,0,0.262193,260.7
0.5,0,0,0,0,0,0,0.262193,297.87
0.511231,0,0,0,0,0,0,0.262193,297.87
0.522705,0,0,0,0,0,0,0.260919,75.6
0.533936,0,0,0,0,0,0,0.260715,35.6
0.545532,0,0,0,0,0,0,0.258635,320.4
0.557007,0,0,0,0,0,0,0.25859,320.4
0.568451,0,0,0,0,0,0,0.264219,320.4
0.580109,0,0,0,0,0,0,0.264219,320.4
0.591339,0,0,0,0,0,0,0.264694,320.4
0.602356,0,0,0,0,0,0,0.264694,275.286
0.613922,0,0,0,0,0,0,0.264694,275.286
0.625427,0,0,0,0,0,0,0.262335,320.4
0.636719,0,0,0,0,0,0,0.262335,279.797
0.647736,0,0,0,0,0,0,0.262335,279.797
0.658417,0,0,0,0,0,0,0.262335,279.797
0.670288,0,0,0,0,0,0,0.262335,279.797
0.681397,0,0,0,0,0,0,0.262335,279.797
0.693512,0,0,0,0,0,0,0.262335,279.797
0.705383,0,0,0,0,0,0,0.262335,279.797
0.717346,0,0,0,0,0,0,0.262335,279.797
0.728821,0,0,0,0,0,0,0.262335,279.797
0.739777,0,0,0,0,0,0,0.262335,279.797
0.751343,0,0,0,0,0,0,0.262335,279.797
0.762726,0,0,0,0,0,0,0.262335,279.797
0.773712,0,0,0,0,0,0,0.262335,279.797
0.785614,0,0,0,0,0,0,0.262335,279.797
0.796784,0,0,0,0,0,0,0.254472,293.1
0.808228,0,0,0,0,0,0,0.254472,281.127
0.81955,0,0,0,0,0,0,0.254472,281.127
0.83075,0,0,0,0,0,0,0.254472,281.127
0.841797,0,0,0,0,0,0,0.254472,281.127
0.8526,0,0,0,0,0,0,0.254472,281.127
0.863526,0,0,0,0,0,0,0.254472,281.127
0.874176,0,0,0,0,0,0,0.254472,281.127
0.884949,0,0,0,0,0,0,0.254472,281.127
0.895752,0,0,0,0,0,0,0.254472,281.127
0.906769,0,0,0,0,0,0,0.254472,281.127
0.91745,0,0,0,0,0,0,0.248069,126.6
