AHNS STATE MESSAGES LOG FOR logs/Filtered_States_Tuesday-28-09-2010-165248.log
TIME, F_PHI, F_PHI_DOT, F_THETA, F_THETA_DOT, F_PSI, F_PSI_DOT, F_X, F_X_DOT, F_AX, F_Y, F_Y_DOT, F_AY, F_Z, F_Z_DOT, F_AZ, VOLTAGE
86.9976,0.00988604,-0.0121983,-0.0140318,0.00282619,1.78484,-0.0101607,0,0,0,0,0,0,0,0,0,11.639
87.0097,0.00971581,-0.0124901,-0.0136434,0.00599298,1.78489,-0.0109688,0,0,0,0,0,0,0,0,0,11.639
87.0216,0.00960112,-0.0122596,-0.0133459,0.00803568,1.78484,-0.0108521,0,0,0,0,0,0,0,0,0,11.639
87.0332,0.00944456,-0.012409,-0.0132304,0.00824669,1.78479,-0.0106926,0,0,0,0,0,0,0,0,0,11.639
87.0454,0.00935899,-0.0118762,-0.0129748,0.0095369,1.78462,-0.00954168,0,0,0,0,0,0,0,0,0,11.639
87.0579,0.00965635,-0.00809046,-0.0131278,0.00724637,1.78468,-0.0105206,0,0,0,0,0,0,0,0,0,11.666
87.0717,0.010062,-0.00330509,-0.0128013,0.00854972,1.78439,-0.00869869,0,0,0,0,0,0,0,0,0,11.653
87.0841,0.0104976,0.000772236,-0.0131712,0.00451364,1.7842,-0.00747487,0,0,0,0,0,0,0,0,0,11.639
87.096,0.0108545,0.00388993,-0.0133278,0.0026601,1.78396,-0.0057472,0,0,0,0,0,0,0,0,0,11.642
87.1084,0.0110281,0.00501439,-0.0133718,0.00201067,1.78369,-0.00402894,0,0,0,0,0,0,0,0,0,11.65
87.1216,0.0113885,0.00775703,-0.0132367,0.0030251,1.78347,-0.00278201,0,0,0,0,0,0,0,0,0,11.653
87.1339,0.0116211,0.00901369,-0.0130775,0.0041138,1.78326,-0.00171422,0,0,0,0,0,0,0,0,0,11.639
87.1458,0.0114178,0.00628763,-0.0130034,0.00436836,1.78353,-0.00513678,0,0,0,0,0,0,0,0,0,11.644
87.1581,0.0114899,0.00630591,-0.0127584,0.00613049,1.78321,-0.00285334,0,0,0,0,0,0,0,0,0,11.639
87.1696,0.0113934,0.00482535,-0.012883,0.00441959,1.78315,-0.00308532,0,0,0,0,0,0,0,0,0,11.623
87.1814,0.0113337,0.00382073,-0.0129767,0.00315882,1.78308,-0.00323965,0,0,0,0,0,0,0,0,0,11.623
87.1938,0.0110522,0.000904582,-0.0131354,0.00141515,1.783,-0.00321518,0,0,0,0,0,0,0,0,0,11.639
87.2076,0.0106242,-0.00278328,-0.0131533,0.000892479,1.78272,-0.00232386,0,0,0,0,0,0,0,0,0,11.636
87.2206,0.0101596,-0.00654326,-0.0128057,0.00382514,1.78282,-0.00380678,0,0,0,0,0,0,0,0,0,11.647
87.2323,0.00980211,-0.00902135,-0.0128701,0.00287796,1.78266,-0.00277265,0,0,0,0,0,0,0,0,0,11.647
87.2444,0.00977438,-0.00836882,-0.0128427,0.00283687,1.78289,-0.00529978,0,0,0,0,0,0,0,0,0,11.647
87.2562,0.00942048,-0.0106577,-0.0129215,0.00185707,1.78279,-0.00460644,0,0,0,0,0,0,0,0,0,11.647
87.2682,0.00937501,-0.00999247,-0.0131811,-0.000614717,1.78294,-0.00613338,0,0,0,0,0,0,0,0,0,11.639
87.28,0.00935552,-0.00916484,-0.0132045,-0.000759774,1.78298,-0.00652744,0,0,0,0,0,0,0,0,0,11.639
87.2931,0.00933128,-0.00846136,-0.0131282,-1.35466e-05,1.78325,-0.00884246,0,0,0,0,0,0,0,0,0,11.639
87.3059,0.00963368,-0.00495134,-0.0128959,0.00203407,1.78356,-0.0114433,0,0,0,0,0,0,0,0,0,11.65
87.3178,0.00982704,-0.00276216,-0.0127825,0.00282466,1.78336,-0.00918264,0,0,0,0,0,0,0,0,0,11.65
87.3297,0.00999801,-0.000984051,-0.0128704,0.00177007,1.78366,-0.0116678,0,0,0,0,0,0,0,0,0,11.65
87.3416,0.0101212,0.000202078,-0.0125809,0.00414999,1.78344,-0.00919409,0,0,0,0,0,0,0,0,0,11.65
87.3539,0.0104667,0.00307011,-0.0125265,0.0041895,1.78373,-0.0114875,0,0,0,0,0,0,0,0,0,11.65
87.3651,0.010692,0.00475814,-0.0124698,0.00427223,1.78368,-0.0105566,0,0,0,0,0,0,0,0,0,11.65
87.3763,0.0109759,0.00673703,-0.0124105,0.00435793,1.78392,-0.0124142,0,0,0,0,0,0,0,0,0,11.644
87.3882,0.0113592,0.00913436,-0.0123764,0.00419535,1.784,-0.012643,0,0,0,0,0,0,0,0,0,11.644
87.4004,0.0115039,0.00948557,-0.0122499,0.00488137,1.78393,-0.0114604,0,0,0,0,0,0,0,0,0,11.644
87.4123,0.0116397,0.00973995,-0.0122923,0.0040178,1.78356,-0.0077278,0,0,0,0,0,0,0,0,0,11.644
87.426,0.0115927,0.00743842,-0.0124544,0.00207464,1.78375,-0.00928173,0,0,0,0,0,0,0,0,0,11.644
87.4391,0.0114737,0.00568423,-0.0122382,0.00370184,1.78395,-0.010804,0,0,0,0,0,0,0,0,0,11.661
87.4511,0.0111599,0.00230602,-0.0121046,0.00452784,1.78382,-0.00934242,0,0,0,0,0,0,0,0,0,11.661
87.4635,0.0110233,0.000868714,-0.012014,0.00487585,1.7839,-0.00990567,0,0,0,0,0,0,0,0,0,11.661
87.4755,0.0107671,-0.00148058,-0.0122502,0.00230217,1.78377,-0.00853393,0,0,0,0,0,0,0,0,0,11.661
87.4878,0.0104345,-0.00427028,-0.0125847,-0.000883153,1.78343,-0.00536623,0,0,0,0,0,0,0,0,0,11.661
87.4998,0.00994882,-0.00814459,-0.0122437,0.00222589,1.7836,-0.00695332,0,0,0,0,0,0,0,0,0,11.661
87.5128,0.00964924,-0.00996176,-0.0123237,0.00130014,1.78347,-0.00584958,0,0,0,0,0,0,0,0,0,11.661
87.5252,0.00932345,-0.0118586,-0.0122559,0.00177247,1.78364,-0.00744279,0,0,0,0,0,0,0,0,0,11.661
87.5376,0.0090673,-0.0128759,-0.0119664,0.00408476,1.78383,-0.00912173,0,0,0,0,0,0,0,0,0,11.661
87.5497,0.00900975,-0.0120979,-0.0119578,0.00375291,1.78375,-0.00818233,0,0,0,0,0,0,0,0,0,11.598
87.5628,0.00899579,-0.00985035,-0.0122135,0.000918127,1.78407,-0.0106464,0,0,0,0,0,0,0,0,0,11.565
87.5755,0.00908568,-0.00804013,-0.0120528,0.00230165,1.7841,-0.0105619,0,0,0,0,0,0,0,0,0,11.565
87.5879,0.00934134,-0.00492827,-0.0118433,0.00396278,1.78433,-0.0122829,0,0,0,0,0,0,0,0,0,11.554
87.6005,0.00964061,-0.00178495,-0.0120871,0.00140757,1.78466,-0.0147575,0,0,0,0,0,0,0,0,0,11.582
87.6134,0.00999787,0.00149877,-0.0120653,0.00145571,1.78488,-0.0159773,0,0,0,0,0,0,0,0,0,11.587
87.6262,0.0104253,0.00510375,-0.0120049,0.00184111,1.78512,-0.0173473,0,0,0,0,0,0,0,0,0,11.625
