AHNS VICON STATE MESSAGES LOG FOR logs/Vicon_Wednesday-06-10-2010-071053.log
TIME, VICON_X, VICON_Y, VICON_Z, VICON_VX, VICON_VY, VICON_VZ, VICON_PHI, VICON_PSI
124.902,0.0480861,-3.75966,0.504319,0.208933,2.8378,-0.200823,-0.0575949,0.013803,-0.298782
124.907,0.0485275,-3.75513,0.504274,0.110354,1.13306,-0.0113364,-0.0526665,0.0149345,-0.297769
124.907,0.0490229,-3.75054,0.503915,0.165142,1.5288,-0.119524,-0.0512251,0.0173714,-0.297812
124.917,0.0494811,-3.7455,0.503675,0.0572653,0.630119,-0.0300926,-0.0510138,0.0160203,-0.299292
124.922,0.0501946,-3.74053,0.503391,0.0713533,0.497057,-0.0283436,-0.0490182,0.0175396,-0.302049
125.118,0.0502122,-3.73587,0.50301,9.09875e-05,0.024031,-0.00196479,-0.05203,0.021275,-0.291505
125.145,0.0669744,-3.64113,0.499515,0.644697,3.64369,-0.13443,-0.0372537,0.0287821,-0.300849
125.164,0.071157,-3.62418,0.498715,0.46474,1.88303,-0.0888914,-0.035778,0.0281248,-0.305798
125.355,0.0723415,-3.61857,0.498637,0.00620143,0.0293912,-0.000408212,-0.0284483,0.0294868,-0.303093
125.377,0.106691,-3.51064,0.495829,1.49347,4.69279,-0.122066,0.0117952,0.0205264,-0.297358
125.38,0.111089,-3.49958,0.495728,0.628249,1.57965,-0.0144242,0.015757,0.0184483,-0.297033
125.38,0.113328,-3.49399,0.495617,1.11964,2.79385,-0.0558171,0.0193137,0.0186838,-0.294094
125.568,0.115775,-3.48876,0.495325,0.0126094,0.0269818,-0.00150247,0.0209336,0.0170767,-0.294515
125.616,0.161599,-3.39471,0.492924,1.23851,2.54167,-0.064894,0.0510177,0.00669174,-0.290264
125.802,0.172405,-3.37576,0.492442,0.0551299,0.0967096,-0.00245899,0.0527354,0.00542047,-0.290407
125.827,0.23144,-3.29401,0.489058,2.4598,3.40636,-0.141008,0.0493349,-0.00438737,-0.291156
125.843,0.23745,-3.28708,0.488621,1.00169,1.15524,-0.072816,0.0500595,-0.00931138,-0.293658
125.844,0.2404,-3.2838,0.488548,0.421355,0.467715,-0.0103901,0.0499203,-0.0112283,-0.293818
126.054,0.29535,-3.23135,0.482508,0.265463,0.253391,-0.0291803,0.0847901,-0.0504702,-0.293639
126.057,0.30069,-3.22744,0.481646,1.33478,0.978433,-0.215513,0.0815099,-0.0560579,-0.296576
126.057,0.303267,-3.22557,0.481312,0.644319,0.466657,-0.0836035,0.0832656,-0.0568764,-0.29379
126.07,0.306074,-3.22377,0.480978,0.255239,0.163084,-0.0303643,0.0846856,-0.058676,-0.293395
126.254,0.308331,-3.22174,0.480545,0.0119396,0.0107872,-0.00229027,0.0815037,-0.0601936,-0.293568
126.278,0.343441,-3.20235,0.472555,1.67192,0.922917,-0.380459,0.0738109,-0.102851,-0.288027
126.281,0.345987,-3.20109,0.471988,0.42419,0.2104,-0.094578,0.0776664,-0.101715,-0.290646
126.295,0.347082,-3.20059,0.471255,0.182618,0.0844539,-0.122097,0.0756062,-0.103932,-0.289785
126.377,0.348099,-3.20043,0.47095,0.0116838,0.00182388,-0.00350386,0.0823987,-0.105726,-0.286874
126.392,0.353571,-3.20058,0.466373,0.781787,-0.0220337,-0.653922,0.0697931,-0.119653,-0.291331
126.392,0.353812,-3.20064,0.465831,0.120488,-0.0270602,-0.270809,0.0718367,-0.11923,-0.290925
126.394,0.354226,-3.20063,0.465278,0.0344735,0.000105603,-0.0461291,0.0707304,-0.119635,-0.293087
126.405,0.354053,-3.20117,0.464634,-0.0216121,-0.0666526,-0.0804589,0.0698224,-0.1212,-0.291272
126.596,0.354014,-3.20188,0.464058,-0.000203782,-0.00377471,-0.00303262,0.0681685,-0.121258,-0.292637
126.644,0.335825,-3.21762,0.451906,-0.534984,-0.462797,-0.357413,0.0551253,-0.132662,-0.292805
126.828,0.329771,-3.22169,0.44979,-0.0315286,-0.0211783,-0.01102,0.049106,-0.131634,-0.296544
126.855,0.2704,-3.25221,0.432157,-2.58136,-1.327,-0.766642,0.0147367,-0.11676,-0.301913
126.858,0.257937,-3.25784,0.429329,-1.38482,-0.626403,-0.314275,0.00753576,-0.112316,-0.300688
127.516,0.253659,-3.25962,0.428216,-0.00656129,-0.00271713,-0.00170623,0.00566906,-0.111792,-0.301575
127.536,-0.107454,-3.30817,0.378067,-12.8969,-1.7341,-1.79106,-0.0727836,0.0228099,-0.302796
127.558,-0.12321,-3.30507,0.377472,-1.75061,0.34453,-0.0660536,-0.0749557,0.0291424,-0.302925
127.729,-0.128296,-3.30394,0.377371,-0.026769,0.00593158,-0.000529416,-0.0760349,0.0318401,-0.304292
127.771,-0.209011,-3.26723,0.377384,-2.78327,1.26606,0.00044259,-0.0840148,0.0600193,-0.30386
127.775,-0.220102,-3.25819,0.377719,-1.38642,1.13001,0.0418728,-0.0831842,0.065643,-0.302741
127.798,-0.22347,-3.25504,0.377853,-0.259061,0.242156,0.0102958,-0.086478,0.0667826,-0.304636
128.014,-0.273351,-3.17493,0.382137,-0.234182,0.376105,0.0201108,-0.0848466,0.0726807,-0.303347
128.017,-0.277607,-3.16024,0.383009,-0.472882,1.63232,0.0969469,-0.0790415,0.0710777,-0.304987
128.025,-0.27901,-3.1549,0.383249,-0.28064,1.06806,0.0479543,-0.0786924,0.0688624,-0.304764
128.2,-0.280192,-3.14982,0.383349,-0.00609181,0.0261944,0.000514811,-0.077458,0.0680331,-0.304872
128.25,-0.28736,-3.03958,0.388022,-0.325843,5.01087,0.212421,-0.0648454,0.0535085,-0.304269
128.252,-0.286839,-3.02657,0.38841,0.0744731,1.85817,0.0554409,-0.0649071,0.0565114,-0.299334
128.254,-0.286164,-3.01992,0.388843,0.13493,1.32952,0.0865439,-0.0603071,0.0523196,-0.30299
128.437,-0.285528,-3.01342,0.389243,0.00333261,0.0340433,0.00209238,-0.0595372,0.053904,-0.301538
128.488,-0.264214,-2.88702,0.39503,0.852542,5.05589,0.231506,-0.0469109,0.0455075,-0.30574
128.491,-0.258489,-2.86487,0.396339,0.636162,2.46184,0.145419,-0.0549706,0.0442132,-0.306721
128.492,-0.256658,-2.85708,0.396747,0.457739,1.94565,0.101974,-0.0500588,0.0445833,-0.30686
128.653,-0.254726,-2.84954,0.397217,0.0101669,0.0397074,0.00247522,-0.0503194,0.0427623,-0.306074
128.686,-0.211264,-2.70761,0.405821,1.88963,6.17097,0.374078,-0.0272687,0.0186113,-0.300819
128.689,-0.205847,-2.69154,0.406867,0.677246,2.00782,0.130692,-0.0291194,0.0171026,-0.298139
128.691,-0.202981,-2.68313,0.407478,0.716368,2.10296,0.152841,-0.0274085,0.0141696,-0.301178
128.882,-0.199791,-2.67524,0.407915,0.0164433,0.040705,0.00225324,-0.0306789,0.0134666,-0.306459
128.914,-0.14401,-2.51961,0.421253,2.53549,7.07398,0.606252,-0.00309723,-0.0200724,-0.302409
128.917,-0.138003,-2.50354,0.422603,1.00119,2.67761,0.225135,-0.000248817,-0.0227668,-0.299221
128.917,-0.135252,-2.49506,0.423474,0.917187,2.82778,0.290077,-0.00180116,-0.0236892,-0.300883
128.966,-0.132384,-2.48578,0.423799,0.0541029,0.175099,0.00614791,-0.00086915,-0.0244503,-0.299645
128.983,-0.120778,-2.45463,0.427589,1.0551,2.8317,0.344469,0.0039077,-0.0286207,-0.295299
128.983,-0.117907,-2.44588,0.428165,1.43525,4.37347,0.288267,0.00385941,-0.0312274,-0.29963
128.984,-0.115116,-2.43811,0.428682,0.697983,1.94261,0.129097,0.00571909,-0.0339412,-0.297004
128.996,-0.11237,-2.42957,0.429513,0.228798,0.712203,0.0692603,0.00544058,-0.0336535,-0.299368
129.002,-0.109677,-2.42194,0.430195,0.384673,1.0888,0.0974081,0.00649878,-0.0368148,-0.295452
129.197,-0.106723,-2.41383,0.431094,0.0154669,0.042498,0.00470883,0.00757137,-0.0337733,-0.297476
129.221,-0.0604837,-2.27192,0.446212,1.77844,5.45796,0.581461,0.0242633,-0.0424412,-0.296285
129.241,-0.0557812,-2.25722,0.448363,0.470257,1.47031,0.215136,0.0250868,-0.0432106,-0.294618
129.42,-0.05364,-2.24908,0.448833,0.0112103,0.0426092,0.00245737,0.0245699,-0.0450646,-0.295155
129.457,-0.0156178,-2.10592,0.465564,1.46239,5.50619,0.643504,0.0412878,-0.0643655,-0.286381
129.461,-0.0122125,-2.09256,0.468172,0.425657,1.67011,0.325992,0.0440366,-0.0564125,-0.284958
129.462,-0.0111587,-2.08574,0.468267,0.263453,1.70343,0.0238315,0.0485294,-0.0654425,-0.284984
129.516,-0.00963551,-2.07897,0.469442,0.0298668,0.132822,0.0230415,0.0493471,-0.0615068,-0.28655
129.522,-0.00329058,-2.04673,0.473561,0.704992,3.58172,0.457666,0.0494503,-0.0646757,-0.285765
129.524,-0.00204033,-2.04075,0.474473,0.250049,1.19763,0.182373,0.0524351,-0.0658209,-0.289231
129.532,-0.00109093,-2.03385,0.475109,0.105489,0.766447,0.0706626,0.051316,-0.0660239,-0.288482
129.542,6.29014e-05,-2.02811,0.475405,0.115383,0.573745,0.0295766,0.0487768,-0.0696981,-0.286287
129.737,0.00104859,-2.02188,0.476294,0.00505479,0.0319482,0.00456136,0.053569,-0.0674406,-0.286149
129.794,0.010938,-1.92116,0.488443,0.449518,4.57799,0.552221,0.0591526,-0.065608,-0.284355
129.797,0.011074,-1.91033,0.489339,0.019423,1.54834,0.127984,0.0547805,-0.0705944,-0.284969
129.797,0.0111541,-1.90584,0.490323,0.0400691,2.24345,0.491798,0.0597697,-0.0676843,-0.283684
129.799,0.0107089,-1.90054,0.490563,-0.0890428,1.05909,0.0480791,0.0590875,-0.0740892,-0.284997
129.801,0.0106048,-1.89556,0.491383,-0.0094575,0.453255,0.0745961,0.0610296,-0.0727891,-0.286021
129.804,0.0105342,-1.89089,0.491572,-0.00588317,0.389233,0.015732,0.0599945,-0.07405,-0.285632
129.817,0.0103142,-1.88637,0.492048,-0.031441,0.645753,0.0679615,0.0639259,-0.0770183,-0.283964
129.819,0.0100094,-1.88152,0.493119,-0.0338626,0.539009,0.118952,0.064782,-0.0760089,-0.285501
129.823,0.00979895,-1.87742,0.494096,-0.0191312,0.372571,0.0888307,0.0687415,-0.0730239,-0.282758
129.848,0.00923041,-1.87254,0.494191,-0.0631708,0.541959,0.0105593,0.0653262,-0.0804693,-0.284154
129.848,0.00893594,-1.86795,0.494771,-0.0294469,0.459059,0.0580092,0.0675643,-0.0789402,-0.284507
129.853,0.00843749,-1.86343,0.495428,-0.0498454,0.451953,0.0656752,0.0678937,-0.0790642,-0.285589
129.878,0.00778797,-1.85961,0.495384,-0.0590472,0.347333,-0.0039983,0.0679251,-0.0837493,-0.282389
129.88,0.007565,-1.85511,0.496036,-0.0247744,0.500153,0.0725128,0.0683406,-0.0815802,-0.284689
129.882,0.0068951,-1.85084,0.496516,-0.0669905,0.426752,0.0479515,0.0691247,-0.0826882,-0.283821
129.896,0.00598137,-1.84693,0.496722,-0.0652666,0.279366,0.01475,0.0667385,-0.0861114,-0.283908
129.902,0.00520171,-1.84277,0.497269,-0.129942,0.693662,0.091077,0.0716346,-0.0854533,-0.284364
129.922,0.00440356,-1.83899,0.49848,-0.0798151,0.378047,0.121103,0.0702425,-0.0804481,-0.281112
129.924,0.00352093,-1.835,0.49825,-0.0802396,0.362006,-0.0208945,0.0678793,-0.0875652,-0.2837
129.932,0.00255184,-1.83108,0.498864,-0.107677,0.435991,0.068204,0.0671685,-0.0852473,-0.282656
129.943,0.00159462,-1.82719,0.499291,-0.08702,0.353826,0.0388042,0.069032,-0.086209,-0.283979
129.964,0.000468477,-1.82363,0.499476,-0.125127,0.395401,0.0205806,0.0683977,-0.0876696,-0.282622
129.968,-0.000646245,-1.81981,0.500002,-0.0696702,0.239034,0.0329117,0.0696465,-0.0879657,-0.284192
129.974,-0.00186598,-1.8162,0.500689,-0.203289,0.601664,0.114362,0.0693931,-0.0848354,-0.283348
129.983,-0.00309729,-1.81274,0.50043,-0.153913,0.43158,-0.0322727,0.0704118,-0.0890241,-0.282872
129.997,-0.00419162,-1.80934,0.501068,-0.0911944,0.283796,0.053139,0.0683264,-0.0868119,-0.282658
130.004,-0.00549857,-1.80602,0.501811,-0.130696,0.331303,0.07432,0.0664658,-0.0838985,-0.283376
130.012,-0.00691396,-1.80268,0.501966,-0.176924,0.417679,0.0193013,0.0671348,-0.0868254,-0.283063
130.022,-0.00847426,-1.79962,0.502352,-0.156029,0.306756,0.0385877,0.0671485,-0.0855812,-0.282304
130.039,-0.00991007,-1.79638,0.5027,-0.143581,0.323291,0.0348161,0.0682678,-0.0854567,-0.283321
130.044,-0.0115004,-1.79318,0.502867,-0.132528,0.26649,0.0139207,0.0667085,-0.0858282,-0.282915
130.052,-0.0132361,-1.79024,0.503218,-0.216956,0.368142,0.0439469,0.0663404,-0.0857364,-0.284031
130.063,-0.014934,-1.78729,0.503589,-0.154359,0.268412,0.0337153,0.0667217,-0.0847488,-0.284621
130.082,-0.0168487,-1.78441,0.503441,-0.191473,0.287817,-0.014826,0.0684489,-0.0886526,-0.282617
130.165,-0.018459,-1.78156,0.504168,-0.0176955,0.0313397,0.00798674,0.066315,-0.0841961,-0.283208
130.188,-0.0348908,-1.76104,0.506009,-0.912877,1.13973,0.102307,0.0613863,-0.081893,-0.281089
130.192,-0.0394829,-1.7564,0.506694,-0.76535,0.773445,0.114122,0.0601604,-0.0786319,-0.283152
130.209,-0.0418976,-1.75435,0.506613,-0.344959,0.292504,-0.0115005,0.0595557,-0.0797357,-0.281991
130.209,-0.0444691,-1.7523,0.506835,-0.36736,0.293237,0.0316405,0.0578964,-0.0785139,-0.283136
130.298,-0.0467899,-1.75023,0.507126,-0.024175,0.0215887,0.00303698,0.0577389,-0.0766954,-0.283529
130.315,-0.0682566,-1.73551,0.507855,-2.14666,1.47153,0.0728734,0.0442728,-0.0680045,-0.282596
130.331,-0.0708355,-1.7342,0.508232,-0.429816,0.219108,0.0627543,0.0465254,-0.0636802,-0.280638
130.331,-0.0738809,-1.73223,0.507819,-1.52272,0.982016,-0.206232,0.0426716,-0.0681549,-0.281809
130.333,-0.0768069,-1.73069,0.507957,-0.417999,0.220764,0.0197099,0.0416215,-0.0656637,-0.283326
130.338,-0.0796536,-1.72934,0.508228,-0.258789,0.12223,0.0245713,0.040792,-0.0611573,-0.280906
130.37,-0.0829765,-1.72774,0.507574,-0.110763,0.0535452,-0.0217982,0.0423445,-0.0684925,-0.282298
130.374,-0.0887947,-1.72488,0.508031,-0.969707,0.476127,0.0761536,0.0370657,-0.0609751,-0.280809
130.378,-0.0920763,-1.72346,0.507638,-0.820388,0.356109,-0.0981927,0.0348069,-0.0649152,-0.280975
130.382,-0.0949613,-1.72203,0.507912,-0.360627,0.178532,0.0343283,0.0345343,-0.0596915,-0.280812
130.405,-0.09811,-1.72078,0.508036,-0.242213,0.0962464,0.00951762,0.0344475,-0.0583757,-0.280283
130.405,-0.101418,-1.71923,0.507452,-0.472551,0.221358,-0.0834755,0.0309361,-0.0631175,-0.27946
130.58,-0.104538,-1.71818,0.507898,-0.017527,0.00587396,0.00250587,0.0320217,-0.0581094,-0.281219
130.624,-0.161807,-1.69986,0.506786,-3.18163,1.0181,-0.0617499,0.0100514,-0.0392514,-0.282793
130.625,-0.16544,-1.69895,0.506646,-0.90821,0.225571,-0.0350393,0.0100799,-0.039408,-0.283944
130.627,-0.169076,-1.69783,0.506238,-0.7273,0.22418,-0.0815345,0.0102968,-0.0394249,-0.283653
130.627,-0.172391,-1.69691,0.506501,-0.662921,0.184945,0.0525403,0.005567,-0.0351036,-0.282838
130.8,-0.175923,-1.69608,0.506302,-0.0187884,0.00441396,-0.00105684,0.00245589,-0.0351496,-0.284003
130.828,-0.239255,-1.67644,0.503812,-2.53327,0.785371,-0.0996271,-0.0173295,-0.0174383,-0.286346
130.831,-0.246085,-1.67427,0.503361,-1.36592,0.435041,-0.090167,-0.0157954,-0.0163288,-0.285933
130.841,-0.249594,-1.67283,0.502739,-1.16973,0.478209,-0.207343,-0.0189217,-0.0193063,-0.285961
130.892,-0.25268,-1.67164,0.503077,-0.0523128,0.0201993,0.00572624,-0.0240548,-0.0127985,-0.285451
130.905,-0.269435,-1.66448,0.501914,-2.09432,0.895433,-0.145354,-0.0264568,-0.00766326,-0.286912
130.905,-0.272334,-1.66292,0.501853,-0.966388,0.519081,-0.0203097,-0.0319441,-0.00451124,-0.288179
130.92,-0.275617,-1.66131,0.501645,-0.36472,0.179586,-0.023094,-0.0313027,-0.00362366,-0.28638
130.925,-0.278823,-1.65966,0.501545,-0.267202,0.136815,-0.00833885,-0.0331586,-0.00133866,-0.285792
130.932,-0.281926,-1.65824,0.501141,-0.443322,0.20343,-0.0576801,-0.0350406,-0.000357614,-0.288491
131.122,-0.285137,-1.65631,0.500834,-0.0168125,0.0101111,-0.00160683,-0.032795,-0.000211865,-0.286407
131.153,-0.335095,-1.6183,0.496971,-1.8503,1.40775,-0.14309,-0.0540678,0.0223885,-0.283886
131.156,-0.341943,-1.61036,0.496077,-1.36948,1.58886,-0.178823,-0.054158,0.0232763,-0.282701
131.166,-0.34421,-1.60742,0.495903,-0.323852,0.418912,-0.0248067,-0.0531312,0.0258938,-0.282788
131.367,-0.346603,-1.60451,0.495357,-0.0127952,0.0155877,-0.00292349,-0.0557645,0.0209174,-0.283952
131.39,-0.374993,-1.5477,0.489573,-1.29048,2.58236,-0.262889,-0.0583909,0.0334503,-0.280669
131.392,-0.378286,-1.53593,0.488422,-0.823173,2.94046,-0.287739,-0.0620001,0.0366203,-0.278714
131.394,-0.379396,-1.53216,0.488052,-0.138798,0.471619,-0.0462582,-0.0576269,0.0362138,-0.277503
131.576,-0.380271,-1.52784,0.487463,-0.00453273,0.0224098,-0.00305328,-0.0629745,0.0359123,-0.280238
131.627,-0.387845,-1.44432,0.479371,-0.315563,3.47985,-0.337161,-0.0485493,0.0297584,-0.278606
131.63,-0.387377,-1.42871,0.477948,0.0668176,2.23002,-0.203206,-0.0501779,0.0286146,-0.277297
131.632,-0.387098,-1.42343,0.477215,0.0464589,0.879389,-0.122244,-0.0500469,0.0288854,-0.276428
131.805,-0.386825,-1.41807,0.476961,0.00141282,0.0278077,-0.0013144,-0.0473646,0.0303275,-0.276503
131.839,-0.373704,-1.3172,0.466227,0.690591,5.30891,-0.564971,-0.0292918,0.0224663,-0.280174
131.842,-0.37113,-1.30568,0.465372,0.367759,1.64556,-0.122122,-0.0242873,0.025832,-0.277477
131.844,-0.370191,-1.29934,0.464434,0.234594,1.5835,-0.234582,-0.024482,0.0214783,-0.280901
132.046,-0.368979,-1.29345,0.463779,0.00612122,0.0297504,-0.00330703,-0.0229999,0.0209087,-0.278728
132.078,-0.338694,-1.181,0.452495,1.3766,5.11137,-0.512897,0.00830794,0.0100682,-0.275641
132.081,-0.334446,-1.1698,0.451463,0.84967,2.24094,-0.206432,0.00923673,0.0139515,-0.277363
132.093,-0.333075,-1.16426,0.450621,0.457072,1.84639,-0.280627,0.0153831,0.0093861,-0.277777
132.261,-0.330758,-1.15827,0.450139,0.0117613,0.0304167,-0.00244663,0.0168489,0.0109729,-0.277844
132.31,-0.288046,-1.05497,0.442543,1.77966,4.30394,-0.316513,0.0369122,0.000740789,-0.267558
132.315,-0.283276,-1.04477,0.441773,0.954041,2.04157,-0.153894,0.0378907,-0.00164142,-0.270793
132.316,-0.280597,-1.04007,0.441473,0.535838,0.939576,-0.0600109,0.0430097,-0.0014671,-0.268076
132.353,-0.278143,-1.03488,0.441047,0.0490801,0.103723,-0.00851701,0.0387134,-0.00395561,-0.270385
132.361,-0.268326,-1.01555,0.439573,0.818047,1.61095,-0.122835,0.0393041,-0.00574666,-0.270498
132.369,-0.266184,-1.01058,0.438989,0.35696,0.827662,-0.0974248,0.0448491,-0.0113477,-0.270004
132.372,-0.263178,-1.00612,0.439116,0.501098,0.744816,0.0212045,0.0393511,-0.00721008,-0.26985
132.373,-0.260937,-1.0016,0.438647,0.44813,0.903959,-0.0937492,0.0445526,-0.00864776,-0.270244
132.383,-0.258436,-0.996918,0.43816,0.2779,0.5198,-0.0541647,0.0414982,-0.0114013,-0.270981
132.574,-0.25571,-0.992458,0.437983,0.0142736,0.0233501,-0.000926225,0.0433016,-0.00953313,-0.270359
132.616,-0.208279,-0.919281,0.43415,2.06222,3.18161,-0.166651,0.0466559,-0.0231845,-0.265277
132.62,-0.200563,-0.90875,0.433626,1.10225,1.50436,-0.0748135,0.0488603,-0.0265951,-0.263937
132.628,-0.198397,-0.905343,0.433342,0.270786,0.425831,-0.0355433,0.0487773,-0.0305985,-0.264422
132.815,-0.195475,-0.901742,0.433344,0.0150602,0.0185656,9.33037e-06,0.0493105,-0.028428,-0.267094
132.84,-0.151824,-0.850026,0.432178,1.98414,2.35072,-0.0530077,0.0479776,-0.0397425,-0.265352
132.843,-0.147817,-0.84551,0.431829,0.572472,0.645089,-0.0498067,0.0437878,-0.0422699,-0.267733
132.844,-0.145662,-0.843296,0.431816,0.359063,0.369016,-0.00221484,0.0447886,-0.0425381,-0.266142
133.032,-0.143469,-0.840968,0.431683,0.0117266,0.0124489,-0.000711011,0.0426659,-0.044599,-0.267003
133.06,-0.11033,-0.809702,0.432051,1.18355,1.11665,0.0131642,0.0576373,-0.0617339,-0.268218
133.066,-0.106086,-0.806233,0.432164,0.471592,0.385467,0.0125562,0.0597027,-0.0644018,-0.268385
133.256,-0.10478,-0.805049,0.432071,0.00683775,0.00620138,-0.000488745,0.0564891,-0.0670976,-0.269321
133.299,-0.0862827,-0.79479,0.433793,0.739884,0.410331,0.0688905,0.0535351,-0.0701027,-0.267274
133.302,-0.0852303,-0.794912,0.434187,0.21047,-0.0244183,0.0787212,0.0571795,-0.0697235,-0.265198
133.484,-0.0850507,-0.795161,0.433812,0.000907273,-0.00125448,-0.00189333,0.054934,-0.0715061,-0.265153
133.511,-0.0861897,-0.807644,0.434247,-0.0495248,-0.542772,0.0189332,0.0526552,-0.063733,-0.261324
133.515,-0.0875936,-0.809886,0.433903,-0.280766,-0.448214,-0.0689421,0.0460361,-0.0644254,-0.26253
133.523,-0.0885507,-0.811287,0.433409,-0.159521,-0.233531,-0.0822012,0.0480023,-0.0682346,-0.264458
133.524,-0.0886678,-0.812342,0.433681,-0.0195227,-0.17592,0.0452691,0.0435916,-0.0630938,-0.264217
133.74,-0.0893176,-0.813565,0.43382,-0.00343777,-0.00647006,0.000736122,0.0444682,-0.0618916,-0.261995
133.771,-0.107308,-0.842854,0.431768,-0.946842,-1.54151,-0.107994,0.0326778,-0.0564777,-0.263318
133.772,-0.108388,-0.844671,0.431792,-0.270203,-0.454396,0.00605264,0.0330593,-0.0552653,-0.264358
133.774,-0.109759,-0.846591,0.431924,-0.4568,-0.639997,0.0438164,0.0361026,-0.054236,-0.261362
133.781,-0.11124,-0.848677,0.431453,-0.493598,-0.695207,-0.156931,0.0361493,-0.0556105,-0.264189
133.782,-0.112508,-0.850465,0.431649,-0.126841,-0.178805,0.0196232,0.0339547,-0.0545692,-0.262723
133.983,-0.142839,-0.891577,0.428919,-0.141077,-0.191219,-0.0126998,0.0154822,-0.043117,-0.266654
133.992,-0.145899,-0.896215,0.429326,-0.611921,-0.927591,0.0813883,0.0106927,-0.0381184,-0.264581
133.993,-0.147752,-0.898155,0.42913,-0.617691,-0.64656,-0.0652892,0.00605933,-0.0392568,-0.267529
134.165,-0.149705,-0.900343,0.428975,-0.0102792,-0.0115161,-0.000817047,0.00741051,-0.0399688,-0.265052
134.213,-0.183585,-0.939553,0.428257,-1.02666,-1.18819,-0.0217374,-0.0163733,-0.0238806,-0.261905
134.217,-0.189299,-0.945486,0.428133,-1.14273,-1.18652,-0.0249622,-0.0176868,-0.022743,-0.261341
134.219,-0.191292,-0.947437,0.427883,-0.664594,-0.650549,-0.0831911,-0.0225586,-0.0241698,-0.264745
134.437,-0.227619,-0.977286,0.428412,-0.170546,-0.140136,0.00248328,-0.0374807,-0.0213084,-0.263771
134.44,-0.231398,-0.979659,0.428378,-0.314903,-0.197744,-0.00282611,-0.0344546,-0.0231643,-0.264642
134.62,-0.235345,-0.981735,0.428218,-0.0208866,-0.0109848,-0.000846682,-0.0327025,-0.0264283,-0.264229
134.664,-0.270267,-0.993442,0.429057,-0.943824,-0.316385,0.022682,-0.0396154,-0.0241863,-0.257141
134.852,-0.275722,-0.99385,0.429003,-0.0282666,-0.0021149,-0.000280468,-0.040725,-0.021473,-0.25516
134.878,-0.311348,-0.987797,0.428349,-1.69649,0.288241,-0.0311604,-0.0276253,-0.02095,-0.25283
134.886,-0.314872,-0.986525,0.428106,-0.704766,0.254316,-0.048619,-0.0320147,-0.0203839,-0.250103
134.887,-0.316573,-0.985908,0.42842,-0.850438,0.308636,0.157147,-0.024111,-0.0220592,-0.251063
134.887,-0.318252,-0.985243,0.428334,-0.335859,0.132971,-0.0172443,-0.027303,-0.0224546,-0.252103
134.946,-0.320208,-0.984161,0.428191,-0.0315391,0.0174493,-0.00229502,-0.0277183,-0.0222074,-0.250315
134.973,-0.329188,-0.980021,0.427593,-0.598704,0.275977,-0.039874,-0.0251959,-0.0222192,-0.252808
134.975,-0.330888,-0.978819,0.427674,-0.566685,0.400929,0.026926,-0.0232635,-0.0200265,-0.253224
134.975,-0.332571,-0.978138,0.427606,-0.560951,0.227,-0.0228633,-0.0248496,-0.0169928,-0.251548
134.978,-0.334425,-0.976918,0.427289,-0.231732,0.152395,-0.0396206,-0.0224804,-0.020413,-0.253502
134.982,-0.336224,-0.976112,0.427146,-0.224831,0.100783,-0.0178552,-0.0231852,-0.0186107,-0.253939
135.179,-0.338281,-0.975001,0.426755,-0.0106576,0.00575672,-0.00202368,-0.0241249,-0.0199905,-0.256412
135.223,-0.368884,-0.953567,0.424752,-1.39108,0.974299,-0.0910639,-0.00284639,-0.0159919,-0.324732
135.228,-0.371593,-0.950927,0.425076,-0.208347,0.203006,0.0249102,-0.00149832,-0.00914135,-0.326633
135.405,-0.374574,-0.948344,0.424967,-0.0156907,0.0135991,-0.000570532,0.00131707,-0.00794178,-0.327935
135.432,-0.399792,-0.925723,0.423994,-1.09643,0.983524,-0.0423065,0.013752,0.00484921,-0.317493
135.438,-0.402331,-0.923158,0.423885,-0.423198,0.427347,-0.0181887,0.0204236,0.000474903,-0.315224
136.317,-0.403082,-0.92248,0.423713,-0.00085076,0.000768872,-0.000195144,0.0182147,0.00529238,-0.319907
136.321,-0.423071,-0.965487,0.430358,-4.99736,-10.7515,1.66124,0.0409322,-0.0461117,-0.551979
136.332,-0.423731,-0.967783,0.430018,-0.0733194,-0.255198,-0.0377611,0.0421232,-0.0495144,-0.554462
136.337,-0.423829,-0.969672,0.430382,-0.0109119,-0.209877,0.0404278,0.0394782,-0.0501227,-0.555062
136.365,-0.424152,-0.972096,0.43023,-0.0104142,-0.0781947,-0.00489768,0.0384477,-0.051588,-0.554398
136.375,-0.424992,-0.976455,0.430048,-0.0933197,-0.484337,-0.0201855,0.0385851,-0.054777,-0.559924
136.379,-0.425637,-0.978908,0.430284,-0.161222,-0.613119,0.0589491,0.0379662,-0.0556661,-0.556319
136.385,-0.42594,-0.981256,0.429857,-0.0379353,-0.293582,-0.0534511,0.0360247,-0.057496,-0.561218
136.4,-0.426141,-0.9833,0.43009,-0.0167206,-0.170306,0.019473,0.035361,-0.0565576,-0.562928
136.404,-0.426967,-0.986118,0.429897,-0.118014,-0.402511,-0.027534,0.0327349,-0.0587613,-0.563655
136.594,-0.427414,-0.988326,0.429953,-0.00244531,-0.0120664,0.000304555,0.0322903,-0.0609602,-0.568668
136.62,-0.443273,-1.03243,0.427801,-0.689509,-1.91737,-0.0935962,0.0157346,-0.0738283,-0.649081
