AHNS VICON STATE MESSAGES LOG FOR logs/Vicon_Wednesday-06-10-2010-071053.log
TIME, VICON_X, VICON_Y, VICON_Z, VICON_VX, VICON_VY, VICON_VZ, VICON_PHI, VICON_PSI
603.182,1.11023,1.29806,0.18447,-0.00487393,0.0010203,0.00274786,-0.0198022,-0.00760217,-1.5669
603.183,1.1102,1.29804,0.184522,-0.00337055,-0.00205309,0.00516826,-0.0196901,-0.00757938,-1.56688
603.204,1.11021,1.29806,0.18454,0.000622536,0.00134021,0.00137271,-0.0197564,-0.00758708,-1.56692
603.205,1.11021,1.29805,0.184528,0.000695608,-0.00196384,-0.00140638,-0.0197201,-0.00758177,-1.56679
603.214,1.11027,1.29805,0.184486,0.00631278,0.000537222,-0.00475028,-0.0197404,-0.00755315,-1.56681
603.224,1.11027,1.29805,0.184437,-0.000425317,-0.00013748,-0.00484088,-0.0197662,-0.00767084,-1.56682
603.243,1.11024,1.29806,0.184435,-0.00288737,0.00126032,-0.000175075,-0.0197566,-0.00766345,-1.56687
603.244,1.11019,1.29804,0.184488,-0.00400494,-0.00208037,0.00479046,-0.0197258,-0.00762902,-1.56687
603.253,1.11019,1.29805,0.184522,-0.000257438,0.00164585,0.00420474,-0.0196972,-0.00769861,-1.56685
603.265,1.1102,1.29804,0.184513,0.000698538,-0.00119101,-0.000690833,-0.0197815,-0.00772228,-1.56685
603.287,1.11022,1.29804,0.184496,0.00257515,0.000756898,-0.00222029,-0.0197693,-0.00778383,-1.56674
603.287,1.11024,1.29804,0.184459,0.00215735,-7.82055e-05,-0.00335675,-0.0198411,-0.00752805,-1.56677
603.295,1.11025,1.29806,0.184457,0.000561556,0.0017524,-0.000156266,-0.0197748,-0.00754897,-1.5669
603.303,1.11022,1.29804,0.184475,-0.00363318,-0.00251304,0.00199675,-0.0198076,-0.00751511,-1.56691
603.327,1.11021,1.29804,0.184513,-0.00103505,6.86958e-05,0.00382447,-0.0197254,-0.00772181,-1.56697
603.327,1.1102,1.29805,0.184514,-0.00093269,0.00106268,0.000106913,-0.0197199,-0.00784922,-1.56689
603.333,1.11024,1.29806,0.18452,0.00489135,0.00117658,0.000667159,-0.0196513,-0.00759214,-1.56681
603.344,1.11026,1.29806,0.184498,0.0023564,-0.000374027,-0.00213064,-0.0197249,-0.00764998,-1.56673
603.367,1.11026,1.29806,0.184449,-0.000268729,0.000665539,-0.00491863,-0.0197007,-0.00765766,-1.56693
603.367,1.11022,1.29806,0.184482,-0.00294672,-0.000492292,0.00295816,-0.0196871,-0.00753546,-1.56684
603.375,1.1102,1.29806,0.184518,-0.00262063,-0.000280954,0.00363197,-0.0196984,-0.0077071,-1.56686
603.467,1.11019,1.29804,0.184516,-7.09803e-05,-0.00015699,-2.09503e-05,-0.0197205,-0.00780146,-1.56687
603.469,1.11024,1.29807,0.184507,0.0264749,0.012188,-0.00444895,-0.0197151,-0.00778115,-1.5669
603.482,1.11024,1.29806,0.184474,-0.000128122,-0.0012992,-0.00821791,-0.0198728,-0.00760639,-1.56684
603.483,1.11024,1.29806,0.184469,-8.06599e-05,-7.99371e-05,-0.000513422,-0.0197676,-0.00759796,-1.56692
603.495,1.11022,1.29805,0.184478,-0.0020382,-0.000866427,0.000704864,-0.0197988,-0.00756939,-1.56698
603.504,1.11022,1.29804,0.18451,0.000337938,-0.000539378,0.00358912,-0.0197326,-0.0074765,-1.56683
603.603,1.1102,1.29804,0.184521,-0.000200167,5.08721e-06,0.000114923,-0.0197361,-0.0075979,-1.56687
603.603,1.11024,1.29806,0.184485,0.020267,0.00931165,-0.0181085,-0.0197549,-0.00767816,-1.56673
603.608,1.11023,1.29805,0.184484,-0.00176134,-0.0012962,-0.000143447,-0.0197042,-0.00760687,-1.56683
603.615,1.11022,1.29806,0.184477,-0.0012423,0.00104355,-0.00089161,-0.0197798,-0.00747276,-1.56696
603.624,1.11022,1.29805,0.18451,-0.000496775,-0.00125395,0.00362015,-0.0196784,-0.0075216,-1.56691
603.642,1.11022,1.29805,0.184527,0.000346836,-7.0676e-06,0.00168456,-0.0197326,-0.00773844,-1.56683
603.665,1.11021,1.29805,0.184531,-0.00038336,-0.000134387,0.000143485,-0.0197939,-0.00772289,-1.56682
603.667,1.11022,1.29805,0.184447,0.00472081,0.00165306,-0.0419745,-0.0196603,-0.00748068,-1.56688
603.687,1.11021,1.29805,0.184447,-0.000797379,-0.000488595,-4.38258e-05,-0.019682,-0.00755404,-1.56694
603.687,1.11018,1.29805,0.184495,-0.00247867,0.000225745,0.00395606,-0.0197413,-0.00765835,-1.56687
603.695,1.11017,1.29805,0.184517,-0.00172984,-0.000136056,0.0025058,-0.01975,-0.00771932,-1.56686
603.704,1.11019,1.29803,0.184511,0.00282123,-0.00217832,-0.000640523,-0.0196876,-0.00774491,-1.56679
603.888,1.11022,1.29803,0.184517,0.000152955,2.98884e-05,3.10094e-05,-0.0198441,-0.00776929,-1.5668
603.888,1.11019,1.29805,0.184514,-0.0154306,0.00601025,-0.00152964,-0.0196208,-0.00771201,-1.5669
603.888,1.11022,1.29804,0.184507,0.00994935,-0.000850168,-0.00219837,-0.0197117,-0.00772182,-1.56687
604.127,1.11021,1.29803,0.184511,-3.73918e-05,-5.56338e-05,1.51637e-05,-0.0196583,-0.00771873,-1.56689
604.127,1.1102,1.29804,0.184475,-0.00154116,0.0027012,-0.00887218,-0.0198406,-0.00750679,-1.56686
604.127,1.11021,1.29805,0.184518,0.000641046,0.00175518,0.00865774,-0.0197155,-0.00736336,-1.56689
604.133,1.11019,1.29805,0.184517,-0.00160768,-0.000393512,-0.00016472,-0.0197765,-0.00769728,-1.56679
604.213,1.11019,1.29802,0.184498,-2.2526e-05,-0.000286601,-0.000232521,-0.0196857,-0.00772709,-1.56683
604.215,1.11023,1.29805,0.184465,0.0152153,0.00805635,-0.0112682,-0.0196615,-0.00780506,-1.56695
604.223,1.11026,1.29805,0.184451,0.00314704,0.00081398,-0.00189411,-0.0196922,-0.0077124,-1.56692
604.246,1.11019,1.29804,0.184462,-0.00622568,-0.00127453,0.000945148,-0.0197059,-0.00773782,-1.56691
604.247,1.11021,1.29805,0.184495,0.00179537,0.00106614,0.00273496,-0.01971,-0.00752734,-1.56681
604.253,1.11021,1.29805,0.184549,-0.000576386,0.000306883,0.00675949,-0.0197296,-0.0076996,-1.56683
604.449,1.11019,1.29802,0.184465,-0.000104344,-0.000154981,-0.000445008,-0.0196834,-0.0078132,-1.56684
604.449,1.11019,1.29804,0.184496,0.00119477,0.00197645,0.00441289,-0.0197396,-0.00766625,-1.56684
604.454,1.11018,1.29804,0.184508,-0.00295152,0.000376256,0.00195215,-0.0197029,-0.00773006,-1.56686
604.465,1.11021,1.29804,0.184515,0.00316505,5.88672e-06,0.000595435,-0.0197302,-0.00771964,-1.56681
604.493,1.11027,1.29806,0.184482,0.00626088,0.00169916,-0.00321991,-0.0197867,-0.0074808,-1.56685
604.664,1.11022,1.29805,0.184445,-0.000279606,-4.40955e-05,-0.00019744,-0.0197762,-0.00748742,-1.56689
604.669,1.11025,1.29803,0.184444,0.00649435,-0.003657,-0.000304963,-0.0196776,-0.00758201,-1.56687
604.682,1.11022,1.29804,0.184443,-0.00576198,0.00180952,-3.04283e-05,-0.0197187,-0.00750931,-1.56693
604.684,1.11021,1.29803,0.184515,-0.00186373,-0.00122435,0.00719722,-0.0196089,-0.00749854,-1.56674
604.696,1.11018,1.29806,0.184538,-0.00212367,0.00226096,0.00191409,-0.019612,-0.00768879,-1.56686
604.896,1.11018,1.29804,0.184532,-7.13865e-06,-8.13996e-05,-3.3091e-05,-0.0196691,-0.00763928,-1.5668
604.897,1.11019,1.29804,0.184515,0.00258939,-0.00038864,-0.00561132,-0.0196645,-0.00765128,-1.56691
604.904,1.11021,1.29803,0.18452,0.00294841,-0.00101167,0.000649807,-0.0196715,-0.00774457,-1.56679
604.926,1.11025,1.29805,0.184462,0.00320695,0.00121638,-0.00439301,-0.019783,-0.00768809,-1.56679
604.926,1.11024,1.29806,0.184421,-0.00135914,0.00175724,-0.00587143,-0.0196896,-0.00769769,-1.56683
604.934,1.1102,1.29803,0.184481,-0.00402457,-0.00307337,0.00596794,-0.0196621,-0.00744237,-1.56686
605.132,1.11023,1.29806,0.184448,0.000165702,0.000171022,-0.000177379,-0.0197489,-0.00744368,-1.5669
605.132,1.11021,1.29804,0.184489,-0.0043804,-0.00414684,0.00814346,-0.019672,-0.00742257,-1.56679
605.134,1.11019,1.29804,0.184498,-0.00206382,0.000181185,0.000952679,-0.019803,-0.00767199,-1.56692
605.145,1.11019,1.29804,0.184506,-0.000231862,0.000371345,0.000740424,-0.0196866,-0.0078519,-1.56689
605.174,1.11021,1.29805,0.18451,0.002414,0.000537189,0.000392121,-0.0196514,-0.0076801,-1.56674
605.348,1.11024,1.29807,0.184494,0.000162479,7.74364e-05,-8.15033e-05,-0.0197706,-0.00753202,-1.56689
605.35,1.11021,1.29803,0.184484,-0.0148216,-0.0152428,-0.0051671,-0.0196904,-0.00769486,-1.56689
605.361,1.11026,1.29807,0.184461,0.0124584,0.00874375,-0.00563295,-0.0198355,-0.00764739,-1.5669
605.364,1.1102,1.29803,0.184462,-0.00533734,-0.003838,8.81693e-05,-0.0197572,-0.00751457,-1.56679
605.374,1.11021,1.29806,0.184495,0.00045703,0.0030946,0.00365777,-0.0197933,-0.00733857,-1.56689
605.384,1.11018,1.29805,0.184545,-0.00223842,-0.000226806,0.00501694,-0.0197166,-0.007572,-1.56675
605.573,1.11017,1.29805,0.184522,-5.18355e-05,-9.94716e-06,-0.000123918,-0.0196738,-0.00773959,-1.56689
605.576,1.11018,1.29805,0.184543,0.00296755,0.00103987,0.00723729,-0.0196438,-0.00755337,-1.56679
605.584,1.11019,1.29805,0.18455,0.00101837,-0.000111758,0.000793046,-0.0197428,-0.00758682,-1.56687
605.602,1.11022,1.29804,0.184534,0.0020309,-0.00106711,-0.00133442,-0.0197127,-0.00752721,-1.56687
605.605,1.11022,1.29803,0.184458,0.000145915,-0.000674693,-0.0084074,-0.0197873,-0.00766918,-1.56679
605.693,1.11025,1.29805,0.184428,0.000440967,0.0002291,-0.000367227,-0.0198146,-0.00758419,-1.56677
605.693,1.1102,1.29805,0.184443,-0.0172196,-0.000989422,0.00508678,-0.0198547,-0.00777903,-1.56689
605.696,1.11021,1.29803,0.184488,0.00104951,-0.00301232,0.00756253,-0.0198147,-0.00773648,-1.56687
605.703,1.11019,1.29805,0.184511,-0.00362378,0.00336866,0.00382624,-0.0197283,-0.0077341,-1.56687
605.722,1.1102,1.29805,0.184511,0.001079,-0.000651752,-2.54839e-05,-0.01967,-0.00757284,-1.56689
605.724,1.1102,1.29806,0.1845,0.000627474,0.000770273,-0.000918681,-0.0196991,-0.00765963,-1.56685
605.926,1.11024,1.29806,0.184458,0.000204567,3.25542e-05,-0.000221145,-0.0196275,-0.00751464,-1.56697
605.927,1.11026,1.29806,0.184468,0.00582275,-0.000786147,0.00329708,-0.0198465,-0.00751746,-1.56696
605.927,1.11027,1.29806,0.184454,0.00265245,0.00010646,-0.00336469,-0.0197398,-0.00756518,-1.56696
605.934,1.11022,1.29806,0.184477,-0.00488614,0.000139848,0.00233072,-0.0197798,-0.00756362,-1.56683
605.944,1.1102,1.29805,0.184525,-0.00266903,-0.000645844,0.00475898,-0.0198075,-0.00750879,-1.56682
605.969,1.11021,1.29806,0.184524,0.0013536,0.000528881,-9.93059e-05,-0.0197145,-0.0075831,-1.56687
606.141,1.1102,1.29804,0.184513,-4.66977e-05,-0.000110684,-6.10922e-05,-0.0197749,-0.00768404,-1.56685
606.147,1.11019,1.29804,0.184501,-0.00103705,0.000200751,-0.00196409,-0.0197905,-0.00772839,-1.5669
606.167,1.11019,1.29803,0.184499,-0.000157302,-0.00106776,-0.000296559,-0.0196995,-0.00759611,-1.5668
606.167,1.11024,1.29805,0.184484,0.00418345,0.00156516,-0.00121542,-0.0196972,-0.00754985,-1.56676
606.174,1.11025,1.29805,0.184464,0.00106346,-0.000534837,-0.00257671,-0.0197249,-0.00745623,-1.56686
606.37,1.11024,1.29806,0.18447,-5.637e-05,6.09139e-05,3.0642e-05,-0.0196559,-0.00752844,-1.56688
606.371,1.11024,1.29805,0.184448,0.00103287,-0.00645107,-0.0107856,-0.0196513,-0.0075359,-1.56693
606.374,1.11022,1.29803,0.184466,-0.00808688,-0.00415055,0.00592485,-0.0197631,-0.00749191,-1.56677
606.383,1.11022,1.29804,0.184522,-0.000385743,0.000614334,0.00563151,-0.0197879,-0.00768774,-1.56676
606.402,1.11019,1.29804,0.184522,-0.00236173,0.000171538,-5.26115e-05,-0.0197443,-0.00777291,-1.56682
606.407,1.1102,1.29804,0.184495,0.000802255,-0.000231505,-0.00222028,-0.0197356,-0.00753439,-1.56684
606.602,1.11023,1.29806,0.184456,0.000165123,0.000112982,-0.000205389,-0.0197452,-0.00753333,-1.56682
606.603,1.11019,1.29804,0.184499,-0.0197763,-0.012359,0.0212851,-0.0197045,-0.00755998,-1.56683
606.606,1.11023,1.29804,0.184465,0.00438998,0.000111136,-0.00414684,-0.0198111,-0.00770127,-1.56677
606.613,1.1102,1.29804,0.184437,-0.00338773,0.000666603,-0.00408569,-0.0197359,-0.0077265,-1.5669
606.624,1.11019,1.29802,0.184452,-0.000672876,-0.0020305,0.00135579,-0.0196739,-0.00764641,-1.56696
606.653,1.11019,1.29805,0.184503,-0.000582034,0.00268299,0.00508589,-0.0196692,-0.00746096,-1.56689
606.821,1.1102,1.29805,0.184543,5.86992e-05,3.62244e-05,0.000214555,-0.0198487,-0.00767347,-1.56682
606.825,1.1102,1.29804,0.184513,-0.00122432,-0.00359613,-0.00994548,-0.0197902,-0.00764785,-1.56678
606.845,1.11018,1.29804,0.184531,-0.0015232,-0.000453888,0.00198237,-0.0197748,-0.00776564,-1.56677
606.845,1.1102,1.29804,0.184521,0.00177779,0.00018293,-0.000952216,-0.0196887,-0.00758649,-1.56686
606.854,1.11023,1.29804,0.184492,0.00284233,-8.26496e-05,-0.00293779,-0.0197549,-0.00741719,-1.56684
607.049,1.11025,1.29805,0.184432,0.000108341,8.17722e-05,-0.000308167,-0.0195553,-0.00771452,-1.5669
607.051,1.11024,1.29803,0.184468,-0.00416542,-0.0100146,0.0181572,-0.0197091,-0.00750187,-1.56682
607.054,1.11023,1.29805,0.184457,-0.00250032,0.00523455,-0.0038322,-0.0197322,-0.0073961,-1.56689
607.064,1.1102,1.29803,0.184495,-0.00337916,-0.00180641,0.00381375,-0.0197441,-0.00734825,-1.56687
607.082,1.11019,1.29806,0.184519,-0.000799729,0.00210017,0.00220218,-0.0197236,-0.00758303,-1.56688
607.084,1.11018,1.29804,0.184518,-0.00114557,-0.00183911,-0.000150793,-0.019813,-0.00772175,-1.56675
607.281,1.11021,1.29804,0.184503,0.00016636,4.26017e-06,-7.95185e-05,-0.0197265,-0.00775647,-1.56682
607.281,1.11019,1.29805,0.184521,-0.00733409,0.00219561,0.00620375,-0.0196523,-0.00778039,-1.56688
607.284,1.1102,1.29803,0.184519,0.00124371,-0.00316119,-0.000428088,-0.0197192,-0.00759192,-1.56682
607.296,1.11025,1.29804,0.184471,0.00405865,0.00096806,-0.00396984,-0.0197636,-0.00763004,-1.56681
607.304,1.11025,1.29804,0.184438,9.30713e-05,-0.000167391,-0.00416474,-0.0197865,-0.00765544,-1.56681
607.338,1.1102,1.29804,0.184458,-0.00508755,-0.000418882,0.00201071,-0.0197512,-0.00757523,-1.56694
607.505,1.11019,1.29804,0.184508,-2.23882e-05,3.56456e-05,0.000259781,-0.0197345,-0.00750872,-1.56682
607.508,1.11019,1.29804,0.184471,-0.00177305,-0.000916822,-0.0122439,-0.0198047,-0.00753921,-1.56692
607.524,1.11019,1.29804,0.184531,0.00123856,0.000103978,0.009955,-0.0196241,-0.00777818,-1.5668
607.525,1.1102,1.29804,0.184516,0.000874036,-0.00028118,-0.00148557,-0.0197995,-0.00748664,-1.56678
607.534,1.11022,1.29803,0.184522,0.00157999,-0.000991667,0.000596239,-0.0198029,-0.00762843,-1.56678
607.544,1.11022,1.29803,0.184481,0.000365422,0.000561278,-0.00411935,-0.0197266,-0.00744639,-1.56674
607.733,1.11024,1.29803,0.18445,8.0003e-05,-1.53185e-05,-0.000165187,-0.0197075,-0.00754687,-1.56679
607.736,1.11021,1.29802,0.184477,-0.0043739,-0.00145616,0.00541794,-0.0197631,-0.00771648,-1.5668
607.744,1.11025,1.29806,0.184432,0.00482399,0.00568715,-0.00638228,-0.019798,-0.00751805,-1.5669
607.769,1.11021,1.29804,0.184459,-0.00420245,-0.00261246,0.00273746,-0.0197293,-0.00757231,-1.56687
607.77,1.11018,1.29804,0.184506,-0.00217955,0.000250988,0.00465112,-0.0197588,-0.00744126,-1.56687
607.964,1.1102,1.29805,0.184529,6.50595e-05,7.58142e-05,0.000119701,-0.0197702,-0.00765604,-1.56685
607.964,1.1102,1.29805,0.184526,0.000465978,-0.00144521,-0.000975749,-0.0197552,-0.00767748,-1.56683
607.964,1.11018,1.29804,0.184516,-0.00402776,-0.00302151,-0.0020728,-0.0197587,-0.0077173,-1.56673
607.974,1.11021,1.29805,0.184498,0.00323199,0.00154385,-0.00175361,-0.0197297,-0.00778689,-1.56682
607.984,1.11022,1.29803,0.184467,0.00130859,-0.00192832,-0.00312596,-0.0198585,-0.0077429,-1.56682
608.009,1.11024,1.29805,0.184458,0.00153311,0.0013711,-0.000771188,-0.0196665,-0.00761925,-1.56685
608.186,1.11019,1.29803,0.18445,-0.000278626,-0.00011411,-4.19562e-05,-0.0197616,-0.00765437,-1.56697
608.188,1.1102,1.29804,0.184442,0.00598619,0.00686257,-0.00354796,-0.019745,-0.00761116,-1.56683
608.2,1.1102,1.29806,0.184457,-0.000139345,0.00204085,0.00180341,-0.0197662,-0.00754982,-1.56687
608.205,1.11019,1.29805,0.184504,-0.00169198,-0.000984224,0.00592724,-0.0197356,-0.0075986,-1.56685
608.214,1.1102,1.29804,0.184514,0.00125244,-0.000491224,0.000976117,-0.0197634,-0.00767102,-1.56675
608.224,1.11019,1.29804,0.184505,-0.00120662,-0.000725647,-0.000833276,-0.0196801,-0.00767849,-1.56691
608.291,1.11019,1.29802,0.184492,3.23426e-05,-0.000182039,-0.000202329,-0.0197409,-0.00783675,-1.56687
608.296,1.11021,1.29802,0.184461,0.00487039,0.000169694,-0.00611948,-0.0197308,-0.00778321,-1.56695
608.304,1.11022,1.29803,0.18445,0.00146706,0.000296347,-0.00139651,-0.019842,-0.00755871,-1.56679
608.327,1.1102,1.29804,0.184467,-0.00226674,0.00106348,0.00170013,-0.0198771,-0.00752204,-1.56686
608.328,1.11019,1.29803,0.184511,-0.00080789,-0.000563804,0.00399452,-0.0198699,-0.00719831,-1.5668
608.522,1.1102,1.29805,0.184535,5.95797e-05,0.00010631,0.000125541,-0.0197823,-0.00743063,-1.56678
608.522,1.11019,1.29801,0.184471,-0.00934071,-0.019556,-0.0320164,-0.0197964,-0.00760744,-1.56685
608.525,1.11018,1.29804,0.184496,-0.00136282,0.00456813,0.00422875,-0.019795,-0.00746686,-1.56678
608.534,1.11019,1.29805,0.184534,0.00140531,0.00110044,0.00417047,-0.0197466,-0.0075924,-1.56682
608.544,1.11021,1.29803,0.184524,0.00155154,-0.00178388,-0.000967467,-0.0197831,-0.00758501,-1.56679
608.574,1.11023,1.29803,0.184445,0.00276671,-0.000388955,-0.00790581,-0.0197867,-0.00758776,-1.56683
608.745,1.11021,1.29801,0.184402,-0.000129662,-9.83607e-05,-0.000227419,-0.0197288,-0.00766543,-1.56686
608.75,1.11032,1.29809,0.184441,0.0224213,0.0169342,0.00786657,-0.0197124,-0.00766306,-1.56679
608.761,1.11028,1.29807,0.184471,-0.0102811,-0.00543936,0.00745576,-0.0198786,-0.00745904,-1.56684
608.764,1.11026,1.29808,0.1845,-0.00215501,0.00120223,0.00291145,-0.0197349,-0.00766811,-1.56685
608.774,1.11023,1.29807,0.184518,-0.00266077,-0.00100948,0.00186676,-0.0197032,-0.00775456,-1.56684
608.831,1.11023,1.29806,0.18449,-1.41e-05,-0.00021055,-0.000505301,-0.0197067,-0.0077101,-1.56686
608.841,1.11022,1.29807,0.184516,-0.00322894,0.00273087,0.00658275,-0.0196966,-0.0076925,-1.56681
608.844,1.11023,1.29808,0.184507,0.00192596,0.000754496,-0.000960411,-0.0197787,-0.0076025,-1.5668
608.854,1.1102,1.29802,0.184518,-0.00374535,-0.00553296,0.00110868,-0.0198149,-0.00777182,-1.56671
608.864,1.11025,1.29805,0.184462,0.00524638,0.0028773,-0.00560693,-0.0197636,-0.00773692,-1.56679
609.061,1.11025,1.29804,0.184426,2.5454e-06,-6.69993e-05,-0.000185154,-0.0196925,-0.00762679,-1.56685
609.064,1.11021,1.29804,0.184426,-0.0139036,0.00144737,-6.56733e-05,-0.019722,-0.0075824,-1.56679
609.084,1.11022,1.29804,0.184434,0.000722639,-0.000189536,0.000786585,-0.0197402,-0.00768718,-1.56688
609.085,1.1102,1.29804,0.184477,-0.00175086,0.000185134,0.00433656,-0.0197965,-0.00758777,-1.56688
609.096,1.1102,1.29805,0.184522,-6.01564e-05,0.000105471,0.00378727,-0.0197605,-0.00760514,-1.56674
609.103,1.11022,1.29804,0.18454,0.00230731,-0.000382699,0.00217988,-0.0197705,-0.00752201,-1.56682
609.127,1.11022,1.29804,0.184515,0.000633184,-0.000587183,-0.00252656,-0.0197503,-0.00747632,-1.56675
609.128,1.11025,1.29804,0.18446,0.00214052,0.00075583,-0.0049991,-0.0198166,-0.00756019,-1.56678
609.134,1.11021,1.29803,0.184436,-0.00373533,-0.00188817,-0.00262907,-0.0196946,-0.00766218,-1.5668
609.144,1.11019,1.29804,0.184467,-0.00241903,0.00127335,0.00313376,-0.0197248,-0.00765502,-1.5669
609.162,1.11018,1.29804,0.184491,-0.000824589,5.09785e-05,0.00241749,-0.0197307,-0.00762414,-1.56686
609.164,1.11019,1.29804,0.184509,0.000970073,-0.000580102,0.00173666,-0.0196808,-0.00758814,-1.56684
609.174,1.11023,1.29806,0.184512,0.00370938,0.00240779,0.000350957,-0.019684,-0.00758182,-1.56671
609.184,1.11025,1.29805,0.184477,0.00247963,-0.00131495,-0.00352704,-0.0197973,-0.00749472,-1.56681
609.205,1.11024,1.29807,0.184447,-0.00138096,0.00210136,-0.0027267,-0.0197245,-0.00759729,-1.5669
609.205,1.11021,1.29803,0.184465,-0.00338071,-0.00431119,0.00223439,-0.0198156,-0.00764085,-1.56687
609.214,1.1102,1.29806,0.184511,-0.000841104,0.00225417,0.0046137,-0.0198147,-0.00772911,-1.56686
609.224,1.1102,1.29803,0.18451,-0.000455181,-0.00223962,-0.000137677,-0.019761,-0.00769984,-1.5668
609.242,1.11023,1.29804,0.184494,0.00345419,0.000875096,-0.00167485,-0.0198209,-0.0077025,-1.56675
609.244,1.11026,1.29807,0.184477,0.00284535,0.00226209,-0.00161818,-0.0197736,-0.00754617,-1.56691
609.254,1.11022,1.29803,0.184463,-0.00479647,-0.00404812,-0.00154575,-0.0197447,-0.00742321,-1.56685
609.264,1.11021,1.29807,0.184472,-7.01287e-05,0.00405911,0.000878936,-0.0196876,-0.00757136,-1.56688
609.292,1.11018,1.29805,0.184511,-0.00305062,-0.00201951,0.00397425,-0.0196522,-0.00763968,-1.56684
609.293,1.11018,1.29805,0.184495,-0.00029249,0.000307358,-0.00146877,-0.0198133,-0.00772016,-1.56682
609.296,1.1102,1.29802,0.1845,0.00177524,-0.00288031,0.000452038,-0.0197676,-0.00762313,-1.56675
609.304,1.11025,1.29804,0.184476,0.00650404,0.00277882,-0.002979,-0.0198302,-0.00766344,-1.56672
609.329,1.11026,1.29806,0.184464,0.000231384,0.00109459,-0.00088147,-0.0197475,-0.00751734,-1.5669
609.33,1.11022,1.29804,0.184466,-0.00530071,-0.00295989,0.000356121,-0.0196752,-0.00748065,-1.5668
609.334,1.11019,1.29805,0.184495,-0.00349083,0.00140671,0.0031705,-0.0196902,-0.00758987,-1.5669
609.344,1.11018,1.29804,0.184509,-0.00107825,-0.00091808,0.00142783,-0.0196376,-0.00760711,-1.56676
609.37,1.1102,1.29804,0.184509,0.00273753,-0.000435995,-5.20571e-05,-0.019805,-0.00776393,-1.56679
609.37,1.11023,1.29804,0.184468,0.00208971,0.000481122,-0.00314321,-0.0198185,-0.00773984,-1.56675
609.374,1.11026,1.29805,0.184453,0.00487211,0.00102298,-0.00215557,-0.0197596,-0.00761165,-1.56691
609.384,1.11024,1.29805,0.184484,-0.00267296,-0.000298887,0.00307594,-0.0196971,-0.00765634,-1.56681
609.471,1.11022,1.29804,0.184512,-0.00016553,-5.1146e-05,0.000324294,-0.0197805,-0.00749784,-1.56685
609.483,1.1102,1.29804,0.18452,-0.00740889,-0.000760211,0.0025985,-0.0196909,-0.00752003,-1.56695
609.483,1.11019,1.29804,0.184521,-0.00644442,-0.000847235,0.000763422,-0.0198313,-0.00760925,-1.56677
609.483,1.1102,1.29803,0.184505,0.00106009,-0.000886796,-0.00201025,-0.0197873,-0.00789817,-1.56676
609.495,1.11025,1.29806,0.184466,0.00458458,0.00213711,-0.00324999,-0.0198275,-0.00770794,-1.56679
609.504,1.11024,1.29805,0.18444,-0.00135513,-0.00114286,-0.00319222,-0.0197297,-0.00758207,-1.56697
609.609,1.11021,1.29803,0.184474,-0.000277301,-0.000153255,0.000334747,-0.0197898,-0.00750032,-1.56689
609.609,1.11019,1.29803,0.184493,-0.0120923,-0.00199776,0.00974698,-0.0196892,-0.00761161,-1.56683
609.614,1.11021,1.29803,0.184494,0.00244088,0.000689445,0.000108454,-0.0198016,-0.00751333,-1.56682
609.625,1.11024,1.29807,0.184455,0.00285536,0.00283672,-0.00358931,-0.0197513,-0.00766228,-1.56689
609.642,1.11023,1.29805,0.184456,-0.000813954,-0.00205817,0.000179554,-0.019746,-0.00739066,-1.56688
609.645,1.11022,1.29804,0.184477,-0.000533831,-0.000606568,0.00188808,-0.0197502,-0.00761453,-1.56686
609.686,1.1102,1.29805,0.184527,-0.000855364,0.000287083,0.00172774,-0.019737,-0.0076961,-1.56673
609.687,1.11021,1.29803,0.184504,0.00337728,-0.00660079,-0.00767571,-0.0196683,-0.00759951,-1.56682
609.687,1.11025,1.29804,0.184455,0.00445055,0.00144269,-0.00612218,-0.0198924,-0.00756297,-1.56686
609.696,1.11022,1.29806,0.184428,-0.00239913,0.00204304,-0.00274524,-0.0196763,-0.00759194,-1.56687
609.703,1.1102,1.29804,0.184474,-0.00318236,-0.00212319,0.00573272,-0.0197505,-0.00750136,-1.56692
609.726,1.11019,1.29805,0.184525,-0.000136544,0.000894136,0.00517928,-0.0197416,-0.00772104,-1.56684
609.893,1.11019,1.29804,0.184453,-3.32766e-05,-6.20836e-05,-0.000399883,-0.0197729,-0.00759993,-1.56694
609.896,1.1102,1.29804,0.184479,0.00735836,4.6061e-05,0.0128859,-0.0197774,-0.00743519,-1.5669
609.904,1.1102,1.29804,0.184516,-4.31937e-05,-0.000646307,0.00460397,-0.0197161,-0.0076831,-1.56678
609.924,1.11021,1.29803,0.18452,0.000556434,-0.000403215,0.000366567,-0.0197619,-0.00771686,-1.56677
609.925,1.11023,1.29803,0.184497,0.00192045,-0.000503272,-0.00209072,-0.0197349,-0.00774162,-1.56673
610.111,1.11024,1.29803,0.184464,5.36909e-05,3.95425e-05,-0.000173045,-0.0198509,-0.00754258,-1.56671
610.127,1.11021,1.29804,0.184534,-0.0164032,0.00149603,0.0345113,-0.0197329,-0.00752293,-1.56685
610.127,1.11023,1.29804,0.184524,0.00660933,0.00128869,-0.00320847,-0.019719,-0.00754545,-1.56684
610.128,1.11028,1.29807,0.184456,0.00560427,0.0032954,-0.00750459,-0.0197225,-0.00756545,-1.56687
