AHNS STATE MESSAGES LOG FOR logs/Filtered_States_Wednesday-06-10-2010-071053.log
TIME, F_PHI, F_PHI_DOT, F_THETA, F_THETA_DOT, F_PSI, F_PSI_DOT, F_X, F_X_DOT, F_AX, F_Y, F_Y_DOT, F_AY, F_Z, F_Z_DOT, F_AZ, VOLTAGE
3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.98144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.99271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.00326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.01361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.03708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.05847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.08011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.09094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.10175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.11261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.12344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.13428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.14517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.15601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.16666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.49136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.50235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.51318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.52393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.53479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.54559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.56775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.57855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.58935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.60001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.6109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.94998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.96085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
