AHNS FC STATE MESSAGES LOG FOR logs/FC_States_Friday-01-10-2010-163330.log
TIME, COMMANDED_ENGINE1, COMMANDED_ENGINE2, COMMANDED_ENGINE3, COMMANDED_ENGINE4, RC_LINK, FC_UPTIME, FC_CPU
1.77231,16393,338,0,3840,1,0,0
1.78329,16393,338,0,3840,1,0,0
1.79456,16393,338,0,3840,1,0,0
1.80551,16393,338,0,3840,1,0,0
1.81641,16393,338,0,3840,1,0,0
1.82742,16393,338,0,3840,1,0,0
1.83823,16393,338,0,3840,1,0,0
1.84912,16393,338,0,3840,1,0,0
1.86008,16393,338,0,3840,1,0,0
1.87088,16393,338,0,3840,1,0,0
1.88159,16393,338,0,3840,1,0,0
1.89264,16393,338,0,3840,1,0,0
1.90454,16393,338,0,3840,1,0,0
1.91592,16393,338,0,3840,1,0,0
1.92673,16393,338,0,3840,1,0,0
1.93741,16393,338,0,3840,1,0,0
1.94824,16393,338,0,3840,1,0,0
1.95904,16393,338,0,3840,1,0,0
1.97015,16393,338,0,3840,1,0,0
1.98093,16393,338,0,3840,1,0,0
1.99197,16393,338,0,3840,1,0,0
2.00281,16393,338,0,3840,1,0,0
2.01364,16393,338,0,3840,1,0,0
2.02435,16393,338,0,3840,1,0,0
2.035,16393,338,0,3840,1,0,0
2.04642,16393,338,0,3840,1,0,0
2.05743,16393,338,0,3840,1,0,0
2.06808,16393,338,0,3840,1,0,0
2.07901,16393,338,0,3840,1,0,0
2.08991,16393,338,0,3840,1,0,0
2.10059,16393,338,0,3840,1,0,0
2.11124,16393,338,0,3840,1,0,0
2.12204,16393,338,0,3840,1,0,0
2.13287,16393,338,0,3840,1,0,0
2.14371,16393,338,0,3840,1,0,0
2.15485,16393,338,0,3840,1,0,0
2.16556,16393,338,0,3840,1,0,0
2.17642,16393,338,0,3840,1,0,0
2.18722,16393,338,0,3840,1,0,0
2.19818,16393,338,0,3840,1,0,0
2.20898,16393,338,0,3840,1,0,0
2.22067,16393,338,0,3840,1,0,0
2.23132,16393,338,0,3840,1,0,0
2.24194,16393,338,0,3840,1,0,0
2.25262,16393,338,0,3840,1,0,0
2.26327,16393,338,0,3840,1,0,0
2.27383,16393,338,0,3840,1,0,0
2.28436,16393,338,0,3840,1,0,0
2.29498,16393,338,0,3840,1,0,0
2.30603,16393,338,0,3840,1,0,0
2.31665,16393,338,0,3840,1,0,0
2.32727,16393,338,0,3840,1,0,0
2.33792,16393,338,0,3840,1,0,0
2.35001,16393,338,0,3840,1,0,0
2.36066,16393,338,0,3840,1,0,0
2.37118,16393,338,0,3840,1,0,0
2.3818,16393,338,0,3840,1,0,0
2.39243,16393,338,0,3840,1,0,0
2.40308,16393,338,0,3840,1,0,0
2.4137,16393,338,0,3840,1,0,0
2.42435,16393,338,0,3840,1,0,0
2.43509,16393,338,0,3840,1,0,0
2.44559,16393,338,0,3840,1,0,0
2.45612,16393,338,0,3840,1,0,0
2.46674,16393,338,0,3840,1,0,0
2.47739,16393,338,0,3840,1,0,0
2.48801,16393,338,0,3840,1,0,0
2.49979,16393,338,0,3840,1,0,0
2.51047,16393,338,0,3840,1,0,0
2.52109,16393,338,0,3840,1,0,0
2.53171,16393,338,0,3840,1,0,0
2.54236,16393,338,0,3840,1,0,0
2.55298,16393,338,0,3840,1,0,0
2.56366,16393,338,0,3840,1,0,0
2.57471,16393,338,0,3840,1,0,0
2.58533,16393,338,0,3840,1,0,0
2.59579,16393,338,0,3840,1,0,0
2.60638,16393,338,0,3840,1,0,0
2.617,16393,338,0,3840,1,0,0
2.62787,16393,338,0,3840,1,0,0
2.63849,16393,338,0,3840,1,0,0
2.64911,16393,338,0,3840,1,0,0
2.65976,16393,338,0,3840,1,0,0
2.67038,16393,338,0,3840,1,0,0
2.68106,16393,338,0,3840,1,0,0
2.69168,16393,338,0,3840,1,0,0
2.70267,16393,338,0,3840,1,0,0
2.71332,16393,338,0,3840,1,0,0
2.72449,16393,338,0,3840,1,0,0
2.73639,16393,338,0,3840,1,0,0
2.7471,16393,338,0,3840,1,0,0
2.75778,16393,338,0,3840,1,0,0
2.7684,16393,338,0,3840,1,0,0
2.77902,16393,338,0,3840,1,0,0
2.78967,16393,338,0,3840,1,0,0
2.80035,16393,338,0,3840,1,0,0
2.811,16393,338,0,3840,1,0,0
2.82162,16393,338,0,3840,1,0,0
2.83231,16393,338,0,3840,1,0,0
2.84283,16393,338,0,3840,1,0,0
2.85385,16393,338,0,3840,1,0,0
2.8645,16393,338,0,3840,1,0,0
2.87515,16393,338,0,3840,1,0,0
2.88562,16393,338,0,3840,1,0,0
2.89624,16393,338,0,3840,1,0,0
2.90671,16393,338,0,3840,1,0,0
2.91733,16393,338,0,3840,1,0,0
2.92792,16393,338,0,3840,1,0,0
2.9386,16393,338,0,3840,1,0,0
2.94931,16393,338,0,3840,1,0,0
2.9599,16393,338,0,3840,1,0,0
2.97052,16393,338,0,3840,1,0,0
2.98126,16393,338,0,3840,1,0,0
2.99191,16393,338,0,3840,1,0,0
3.00253,16393,338,0,3840,1,0,0
3.01312,16393,338,0,3840,1,0,0
3.02374,16393,338,0,3840,1,0,0
3.03461,16393,338,0,3840,1,0,0
3.04596,16393,338,0,3840,1,0,0
3.05664,16393,338,0,3840,1,0,0
3.06726,16393,338,0,3840,1,0,0
3.07812,16393,338,0,3840,1,0,0
3.08868,16393,338,0,3840,1,0,0
3.09924,16393,338,0,3840,1,0,0
3.10989,16393,338,0,3840,1,0,0
3.12051,16393,338,0,3840,1,0,0
3.13135,16393,338,0,3840,1,0,0
3.142,16393,338,0,3840,1,0,0
3.15262,16393,338,0,3840,1,0,0
3.1633,16393,338,0,3840,1,0,0
3.17392,16393,338,0,3840,1,0,0
3.18536,16393,338,0,3840,1,0,0
3.19604,16393,338,0,3840,1,0,0
3.2066,16393,338,0,3840,1,0,0
3.21719,16393,338,0,3840,1,0,0
3.22986,16393,338,0,3840,1,0,0
3.24048,16393,338,0,3840,1,0,0
3.25113,16393,338,0,3840,1,0,0
3.26184,16393,338,0,3840,1,0,0
3.27243,16393,338,0,3840,1,0,0
3.28308,16393,338,0,3840,1,0,0
3.29376,16393,338,0,3840,1,0,0
3.30441,16393,338,0,3840,1,0,0
3.315,16393,338,0,3840,1,0,0
3.32562,16393,338,0,3840,1,0,0
3.33624,16393,338,0,3840,1,0,0
3.34686,16393,338,0,3840,1,0,0
3.35776,16393,338,0,3840,1,0,0
3.36838,16393,338,0,3840,1,0,0
3.379,16393,338,0,3840,1,0,0
3.38965,16393,338,0,3840,1,0,0
3.40027,16393,338,0,3840,1,0,0
3.41089,16393,338,0,3840,1,0,0
3.42151,16393,338,0,3840,1,0,0
3.43216,16393,338,0,3840,1,0,0
3.44278,16393,338,0,3840,1,0,0
3.45349,16393,338,0,3840,1,0,0
3.46417,16393,338,0,3840,1,0,0
3.47482,16393,338,0,3840,1,0,0
3.48544,16393,338,0,3840,1,0,0
3.49667,16393,338,0,3840,1,0,0
3.508,16393,338,0,3840,1,0,0
3.51862,16393,338,0,3840,1,0,0
3.52927,16393,338,0,3840,1,0,0
3.53989,16393,338,0,3840,1,0,0
3.55051,16393,338,0,3840,1,0,0
3.56195,16393,338,0,3840,1,0,0
3.57306,16393,338,0,3840,1,0,0
3.58371,16393,338,0,3840,1,0,0
3.5943,16393,338,0,3840,1,0,0
3.60556,16393,338,0,3840,1,0,0
3.61612,16393,338,0,3840,1,0,0
3.62662,16393,338,0,3840,1,0,0
3.63718,16393,338,0,3840,1,0,0
3.64783,16393,338,0,3840,1,0,0
3.65845,16393,338,0,3840,1,0,0
3.66907,16393,338,0,3840,1,0,0
3.68027,16393,338,0,3840,1,0,0
3.69092,16393,338,0,3840,1,0,0
3.70157,16393,338,0,3840,1,0,0
3.71222,16393,338,0,3840,1,0,0
3.72275,16393,338,0,3840,1,0,0
3.73331,16393,338,0,3840,1,0,0
3.74384,16393,338,0,3840,1,0,0
3.75561,16393,338,0,3840,1,0,0
3.76623,16393,338,0,3840,1,0,0
3.77686,16393,338,0,3840,1,0,0
3.78809,16393,338,0,3840,1,0,0
3.79874,16393,338,0,3840,1,0,0
3.80936,16393,338,0,3840,1,0,0
3.81998,16393,338,0,3840,1,0,0
3.83057,16393,338,0,3840,1,0,0
3.84119,16393,338,0,3840,1,0,0
3.85184,16393,338,0,3840,1,0,0
3.86246,16393,338,0,3840,1,0,0
3.87305,16393,338,0,3840,1,0,0
3.88367,16393,338,0,3840,1,0,0
3.89563,16393,338,0,3840,1,0,0
3.90625,16393,338,0,3840,1,0,0
3.91684,16393,338,0,3840,1,0,0
3.92746,16393,338,0,3840,1,0,0
3.93811,16393,338,0,3840,1,0,0
3.94873,16393,338,0,3840,1,0,0
3.95935,16393,338,0,3840,1,0,0
3.96997,16393,338,0,3840,1,0,0
3.98056,16393,338,0,3840,1,0,0
3.99115,16393,338,0,3840,1,0,0
4.00177,16393,338,0,3840,1,0,0
4.01239,16393,338,0,3840,1,0,0
4.02304,16393,338,0,3840,1,0,0
4.03369,16393,338,0,3840,1,0,0
4.04431,16393,338,0,3840,1,0,0
4.05499,16393,338,0,3840,1,0,0
4.06561,16393,338,0,3840,1,0,0
4.07657,16393,338,0,3840,1,0,0
4.08707,16393,338,0,3840,1,0,0
4.09787,16393,338,0,3840,1,0,0
4.10846,16393,338,0,3840,1,0,0
4.11911,16393,338,0,3840,1,0,0
4.12976,16393,338,0,3840,1,0,0
4.14038,16393,338,0,3840,1,0,0
4.151,16393,338,0,3840,1,0,0
4.16162,16393,338,0,3840,1,0,0
4.17227,16393,338,0,3840,1,0,0
4.18292,16393,338,0,3840,1,0,0
4.19351,16393,338,0,3840,1,0,0
4.20413,16393,338,0,3840,1,0,0
4.21481,16393,338,0,3840,1,0,0
4.22546,16393,338,0,3840,1,0,0
4.23608,16393,338,0,3840,1,0,0
4.2471,16393,338,0,3840,1,0,0
4.25781,16393,338,0,3840,1,0,0
4.26846,16393,338,0,3840,1,0,0
4.27911,16393,338,0,3840,1,0,0
4.29016,16393,338,0,3840,1,0,0
4.30081,16393,338,0,3840,1,0,0
4.3114,16393,338,0,3840,1,0,0
4.32202,16393,338,0,3840,1,0,0
4.33273,16393,338,0,3840,1,0,0
4.34341,16393,338,0,3840,1,0,0
4.354,16393,338,0,3840,1,0,0
4.36466,16393,338,0,3840,1,0,0
4.37534,16393,338,0,3840,1,0,0
4.38602,16393,338,0,3840,1,0,0
4.39661,16393,338,0,3840,1,0,0
4.4071,16393,338,0,3840,1,0,0
4.41757,16393,338,0,3840,1,0,0
4.42819,16393,338,0,3840,1,0,0
4.43881,16393,338,0,3840,1,0,0
4.4494,16393,338,0,3840,1,0,0
4.46008,16393,338,0,3840,1,0,0
4.47073,16393,338,0,3840,1,0,0
4.48135,16393,338,0,3840,1,0,0
4.49203,16393,338,0,3840,1,0,0
4.50269,16393,338,0,3840,1,0,0
4.51334,16393,338,0,3840,1,0,0
4.52396,16393,338,0,3840,1,0,0
4.53461,16393,338,0,3840,1,0,0
4.54529,16393,338,0,3840,1,0,0
4.55594,16393,338,0,3840,1,0,0
4.56647,16393,338,0,3840,1,0,0
4.57712,16393,338,0,3840,1,0,0
4.58878,16393,338,0,3840,1,0,0
4.59943,16393,338,0,3840,1,0,0
4.61008,16393,338,0,3840,1,0,0
4.6207,16393,338,0,3840,1,0,0
4.63147,16393,338,0,3840,1,0,0
4.64206,16393,338,0,3840,1,0,0
4.65311,16393,338,0,3840,1,0,0
4.66385,16393,338,0,3840,1,0,0
4.6745,16393,338,0,3840,1,0,0
4.68515,16393,338,0,3840,1,0,0
4.6958,16393,338,0,3840,1,0,0
4.70642,16393,338,0,3840,1,0,0
4.7171,16393,338,0,3840,1,0,0
4.72772,16393,338,0,3840,1,0,0
4.73834,16393,338,0,3840,1,0,0
4.74902,16393,338,0,3840,1,0,0
4.75986,16393,338,0,3840,1,0,0
4.77042,16393,338,0,3840,1,0,0
4.78119,16393,338,0,3840,1,0,0
4.79181,16393,338,0,3840,1,0,0
4.80243,16393,338,0,3840,1,0,0
4.81308,16393,338,0,3840,1,0,0
4.82373,16393,338,0,3840,1,0,0
4.83438,16393,338,0,3840,1,0,0
4.84509,16393,338,0,3840,1,0,0
4.85574,16393,338,0,3840,1,0,0
4.86636,16393,338,0,3840,1,0,0
4.87698,16393,338,0,3840,1,0,0
4.88763,16393,338,0,3840,1,0,0
4.89828,16393,338,0,3840,1,0,0
4.90887,16393,338,0,3840,1,0,0
4.91952,16393,338,0,3840,1,0,0
4.93015,16393,338,0,3840,1,0,0
4.9408,16393,338,0,3840,1,0,0
4.95157,16393,338,0,3840,1,0,0
4.96222,16393,338,0,3840,1,0,0
4.97269,16393,338,0,3840,1,0,0
4.98331,16393,338,0,3840,1,0,0
4.9939,16393,338,0,3840,1,0,0
5.00458,16393,338,0,3840,1,0,0
5.0152,16393,338,0,3840,1,0,0
5.0257,16393,338,0,3840,1,0,0
5.03638,16393,338,0,3840,1,0,0
5.04703,16393,338,0,3840,1,0,0
5.05765,16393,338,0,3840,1,0,0
5.06824,16393,338,0,3840,1,0,0
5.07889,16393,338,0,3840,1,0,0
5.08954,16393,338,0,3840,1,0,0
5.10114,16393,338,0,3840,1,0,0
5.11172,16393,338,0,3840,1,0,0
5.12231,16393,338,0,3840,1,0,0
5.133,16393,338,0,3840,1,0,0
5.14365,16393,338,0,3840,1,0,0
5.15414,16393,338,0,3840,1,0,0
5.16467,16393,338,0,3840,1,0,0
5.17529,16393,338,0,3840,1,0,0
5.18625,16393,338,0,3840,1,0,0
5.19693,16393,338,0,3840,1,0,0
5.20755,16393,338,0,3840,1,0,0
5.21817,16393,338,0,3840,1,0,0
5.22879,16393,338,0,3840,1,0,0
5.23944,16393,338,0,3840,1,0,0
5.25006,16393,338,0,3840,1,0,0
5.26065,16393,338,0,3840,1,0,0
5.2713,16393,338,0,3840,1,0,0
5.28192,16393,338,0,3840,1,0,0
5.29257,16393,338,0,3840,1,0,0
5.30316,16393,338,0,3840,1,0,0
5.31381,16393,338,0,3840,1,0,0
5.32449,16393,338,0,3840,1,0,0
5.33557,16393,338,0,3840,1,0,0
5.34622,16393,338,0,3840,1,0,0
5.35684,16393,338,0,3840,1,0,0
5.36743,16393,338,0,3840,1,0,0
5.37802,16393,338,0,3840,1,0,0
5.38864,16393,338,0,3840,1,0,0
5.39975,16393,338,0,3840,1,0,0
5.41028,16393,338,0,3840,1,0,0
5.42093,16393,338,0,3840,1,0,0
5.43158,16393,338,0,3840,1,0,0
5.44214,16393,338,0,3840,1,0,0
5.45273,16393,338,0,3840,1,0,0
5.46338,16393,338,0,3840,1,0,0
5.47385,16393,338,0,3840,1,0,0
5.48465,16393,338,0,3840,1,0,0
5.49527,16393,338,0,3840,1,0,0
5.50583,16393,338,0,3840,1,0,0
5.51645,16393,338,0,3840,1,0,0
5.5271,16393,338,0,3840,1,0,0
5.53796,16393,338,0,3840,1,0,0
5.54858,16393,338,0,3840,1,0,0
5.55926,16393,338,0,3840,1,0,0
5.56992,16393,338,0,3840,1,0,0
5.58099,16393,338,0,3840,1,0,0
5.59207,16393,338,0,3840,1,0,0
5.60272,16393,338,0,3840,1,0,0
5.61334,16393,338,0,3840,1,0,0
5.62396,16393,338,0,3840,1,0,0
5.63461,16393,338,0,3840,1,0,0
5.64535,16393,338,0,3840,1,0,0
5.65594,16393,338,0,3840,1,0,0
5.6666,16393,338,0,3840,1,0,0
5.67722,16393,338,0,3840,1,0,0
5.68784,16393,338,0,3840,1,0,0
5.69842,16393,338,0,3840,1,0,0
5.70904,16393,338,0,3840,1,0,0
5.7197,16393,338,0,3840,1,0,0
5.73022,16393,338,0,3840,1,0,0
5.74097,16393,338,0,3840,1,0,0
5.75165,16393,338,0,3840,1,0,0
5.76242,16393,338,0,3840,1,0,0
5.77307,16393,338,0,3840,1,0,0
5.78369,16393,338,0,3840,1,0,0
5.79431,16393,338,0,3840,1,0,0
5.80499,16393,338,0,3840,1,0,0
5.81558,16393,338,0,3840,1,0,0
5.82605,16393,338,0,3840,1,0,0
5.83658,16393,338,0,3840,1,0,0
5.84723,16393,338,0,3840,1,0,0
5.85788,16393,338,0,3840,1,0,0
5.86853,16393,338,0,3840,1,0,0
5.87918,16393,338,0,3840,1,0,0
5.88983,16393,338,0,3840,1,0,0
5.90045,16393,338,0,3840,1,0,0
5.91107,16393,338,0,3840,1,0,0
5.92166,16393,338,0,3840,1,0,0
5.93234,16393,338,0,3840,1,0,0
5.94302,16393,338,0,3840,1,0,0
5.95364,16393,338,0,3840,1,0,0
5.96448,16393,338,0,3840,1,0,0
5.97607,16393,338,0,3840,1,0,0
5.98669,16393,338,0,3840,1,0,0
5.99731,16393,338,0,3840,1,0,0
6.00793,16393,338,0,3840,1,0,0
6.01858,16393,338,0,3840,1,0,0
6.0292,16393,338,0,3840,1,0,0
6.03989,16393,338,0,3840,1,0,0
6.05051,16393,338,0,3840,1,0,0
6.06165,16393,338,0,3840,1,0,0
6.07217,16393,338,0,3840,1,0,0
6.08377,16393,338,0,3840,1,0,0
6.09439,16393,338,0,3840,1,0,0
6.10525,16393,338,0,3840,1,0,0
6.11691,16393,338,0,3840,1,0,0
6.12756,16393,338,0,3840,1,0,0
6.13821,16393,338,0,3840,1,0,0
6.14893,16393,338,0,3840,1,0,0
6.15958,16393,338,0,3840,1,0,0
6.17023,16393,338,0,3840,1,0,0
6.18088,16393,338,0,3840,1,0,0
6.19147,16393,338,0,3840,1,0,0
6.20212,16393,338,0,3840,1,0,0
6.21277,16393,338,0,3840,1,0,0
6.22339,16393,338,0,3840,1,0,0
6.23398,16393,338,0,3840,1,0,0
6.24457,16393,338,0,3840,1,0,0
6.25522,16393,338,0,3840,1,0,0
6.26581,16393,338,0,3840,1,0,0
6.27652,16393,338,0,3840,1,0,0
6.28769,16393,338,0,3840,1,0,0
6.29843,16393,338,0,3840,1,0,0
6.30914,16393,338,0,3840,1,0,0
6.31979,16393,338,0,3840,1,0,0
6.33044,16393,338,0,3840,1,0,0
6.34109,16393,338,0,3840,1,0,0
6.35175,16393,338,0,3840,1,0,0
6.36237,16393,338,0,3840,1,0,0
6.37295,16393,338,0,3840,1,0,0
6.38364,16393,338,0,3840,1,0,0
6.39484,16393,338,0,3840,1,0,0
6.40552,16393,338,0,3840,1,0,0
6.41617,16393,338,0,3840,1,0,0
6.42685,16393,338,0,3840,1,0,0
6.4375,16393,338,0,3840,1,0,0
6.44812,16393,338,0,3840,1,0,0
6.45877,16393,338,0,3840,1,0,0
6.46936,16393,338,0,3840,1,0,0
6.48001,16393,338,0,3840,1,0,0
6.49063,16393,338,0,3840,1,0,0
6.50125,16393,338,0,3840,1,0,0
6.51181,16393,338,0,3840,1,0,0
6.52243,16393,338,0,3840,1,0,0
6.53314,16393,338,0,3840,1,0,0
6.54376,16393,338,0,3840,1,0,0
6.55444,16393,338,0,3840,1,0,0
6.56512,16393,338,0,3840,1,0,0
6.57571,16393,338,0,3840,1,0,0
6.5864,16393,338,0,3840,1,0,0
6.59701,16393,338,0,3840,1,0,0
6.60821,16393,338,0,3840,1,0,0
6.61893,16393,338,0,3840,1,0,0
6.62952,16393,338,0,3840,1,0,0
6.64017,16393,338,0,3840,1,0,0
6.65079,16393,338,0,3840,1,0,0
6.66141,16393,338,0,3840,1,0,0
6.67206,16393,338,0,3840,1,0,0
6.68268,16393,338,0,3840,1,0,0
6.69327,16393,338,0,3840,1,0,0
6.70386,16393,338,0,3840,1,0,0
6.71454,16393,338,0,3840,1,0,0
6.72626,16393,338,0,3840,1,0,0
6.73685,16393,338,0,3840,1,0,0
6.74747,16393,338,0,3840,1,0,0
6.75809,16393,338,0,3840,1,0,0
6.76871,16393,338,0,3840,1,0,0
6.7793,16393,338,0,3840,1,0,0
6.78998,16393,338,0,3840,1,0,0
6.80063,16393,338,0,3840,1,0,0
6.81177,16393,338,0,3840,1,0,0
6.82239,16393,338,0,3840,1,0,0
6.83304,16393,338,0,3840,1,0,0
6.84369,16393,338,0,3840,1,0,0
6.85434,16393,338,0,3840,1,0,0
6.86499,16393,338,0,3840,1,0,0
6.87573,16393,338,0,3840,1,0,0
6.88635,16393,338,0,3840,1,0,0
6.89703,16393,338,0,3840,1,0,0
6.90878,16393,338,0,3840,1,0,0
6.91943,16393,338,0,3840,1,0,0
6.93005,16393,338,0,3840,1,0,0
6.94067,16393,338,0,3840,1,0,0
6.95129,16393,338,0,3840,1,0,0
6.96185,16393,338,0,3840,1,0,0
6.9725,16393,338,0,3840,1,0,0
6.98361,16393,338,0,3840,1,0,0
6.99432,16393,338,0,3840,1,0,0
7.00497,16393,338,0,3840,1,0,0
7.01562,16393,338,0,3840,1,0,0
7.02667,16393,338,0,3840,1,0,0
7.03729,16393,338,0,3840,1,0,0
7.04791,16393,338,0,3840,1,0,0
7.05859,16393,338,0,3840,1,0,0
7.06927,16393,338,0,3840,1,0,0
7.07986,16393,338,0,3840,1,0,0
7.09042,16393,338,0,3840,1,0,0
7.10098,16393,338,0,3840,1,0,0
7.11166,16393,338,0,3840,1,0,0
7.12286,16393,338,0,3840,1,0,0
7.13351,16393,338,0,3840,1,0,0
7.14413,16393,338,0,3840,1,0,0
7.15527,16393,338,0,3840,1,0,0
7.16595,16393,338,0,3840,1,0,0
7.17667,16393,338,0,3840,1,0,0
7.18729,16393,338,0,3840,1,0,0
7.19794,16393,338,0,3840,1,0,0
7.20853,16393,338,0,3840,1,0,0
7.21918,16393,338,0,3840,1,0,0
7.22983,16393,338,0,3840,1,0,0
7.24045,16393,338,0,3840,1,0,0
7.25119,16393,338,0,3840,1,0,0
7.26181,16393,338,0,3840,1,0,0
7.27243,16393,338,0,3840,1,0,0
7.28305,16393,338,0,3840,1,0,0
7.29367,16393,338,0,3840,1,0,0
7.30432,16393,338,0,3840,1,0,0
7.31497,16393,338,0,3840,1,0,0
7.32559,16393,338,0,3840,1,0,0
7.33691,16393,338,0,3840,1,0,0
7.34805,16393,338,0,3840,1,0,0
7.35867,16393,338,0,3840,1,0,0
7.36929,16393,338,0,3840,1,0,0
7.37976,16393,338,0,3840,1,0,0
